Score,ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Species name,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,Season,PrimerPair,DNAExtraction
0.04075583910916725,607db93d25d40604bb4fac4721155723,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,Terrimonas,0.0014651681665511416,7.181542091202948e-05,0.0006279121575460715,0.002023653678487216,0.00570686435258182,8.246264623296917e-06,0.0017411311625151857,0.000381098429538183,0.0005993789692297377,0.000661790999460326,0.0005164262984947802,0.0,0.00018575232480430378,0.00020164750821117977,0.006474691133474343,0.016262790714066583,3.336013409304196e-06,0.0018182643256635636,0.0014597881612655194,0.0005460830283326645
0.03991842974091364,3f04bd2a359b976892faa13fcb4de619,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna,,Candidatus Limnoluna,0.0006292661025185951,5.7800050788328034e-05,7.330934478684983e-05,0.005379339310645511,7.83117586178009e-05,0.001270430941929342,0.0005582715259899798,0.009179870831772532,0.0035864150135697112,0.005506325256302955,0.004581648951940857,2.0948187949098075e-08,0.0009719543392948733,0.000765957484372687,0.0004809389565039229,0.001312774751972664,3.158387497023835e-05,0.0016350895408634824,0.003245249329025857,0.0005738714268595004
0.0397693587646016,9ae4e592d2dd081e2781c7fbe8f120c0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae,0.004706690107614785,0.0007225713685041294,5.593235216787023e-05,1.1021123183348723e-05,1.0776461651816992e-05,1.977179308105919e-05,0.0037553155337083895,0.004204012463236898,0.0023982169186332197,0.002564562280201573,0.0026585487913555693,5.983736084755769e-05,3.2642324624613626e-06,0.0021214116894804924,0.004132468858609962,4.178726655108951e-06,1.0444570918370483e-05,0.0010214007986666068,0.005743387776753069,0.005565545556869319
0.03908270145297967,55357b7fa07da6a981c32fea228aeb2b,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,actinobacterium SCGC AAA023-D18,actinobacterium SCGC AAA023-D18,0.0010504647747368978,3.0357265668438008e-05,5.346268264668051e-06,0.005756827298362578,6.587541415337326e-05,0.00011948297834307298,0.0005389878863044669,0.006357365088966935,0.00484516205113871,0.003628525260776731,0.004949202660979117,6.65053636952502e-08,4.0966992395318456e-05,0.0011710590379520492,0.0001483243727465084,0.0015772168087032604,1.6458695433410803e-05,0.0038742449081111178,0.004262053760791835,0.0006447134237874924
0.038794868823494866,723d06bab6225f80c683c38c5610799b,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,,CL500-3,0.004965014192459949,0.001666165344723208,0.0008522446395650096,0.006110581158951722,2.4162001472387794e-05,4.886585739042385e-05,0.00449436592618182,0.0011115789149066927,0.0008801567632625874,0.0007511215166787676,0.0005512888725652097,3.950989700494075e-07,5.619676382716259e-05,0.007426135837391994,0.00040052355760199687,0.00013040791639097897,3.010865964500326e-05,0.003649757338568513,0.0016020239634287562,0.004043774499512636
0.037973197852445614,2191a03af1b639ae410ef259dc0744df,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,,Maritimimonas,0.001915725013881589,0.00017179164300355778,4.1084856278615613e-07,7.933899112783609e-05,0.014348554132730854,2.1940714336994833e-05,0.0026440961741625974,0.00024574244937785455,0.0007799297810995324,0.0010573730632224066,0.000590685296047227,2.4283609146983842e-05,0.000907770791175858,0.0007711512136676804,0.008197513912071963,6.556970945325379e-05,4.575105035823342e-05,0.0007184761102441722,0.0011538030045491346,0.004233290344225104
0.037955604715537807,56b1296d08a68b5d7c616e25792b8017,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria,0.00219407100473357,0.0014917062007997997,1.8958682729013147e-07,1.5437873690955766e-05,1.7547740962697072e-05,0.009573329994385715,0.0003213179209108689,1.940711084701821e-05,0.0008917784222059985,0.0004865767973415191,0.0003474337544202531,0.0,0.000507874717318488,0.0012624971624689964,0.00034952451577433067,4.0526024243272885e-07,0.012691071939152303,0.002829646083672282,0.0023672877212959197,0.0025885009084873688
0.03757726285533304,4ae579c75eec9259b3674015d5ddd1f2,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,,SAR116 clade,0.004196060716117156,0.0001751036308078287,0.0011230267357561657,2.605142754166736e-05,1.0937373238233931e-05,2.799368896787304e-05,0.003640870813338554,0.004313095955803445,0.002590712959552497,0.002586174945074627,0.002823329096451026,6.834046668274316e-05,0.0007599230390837857,0.002223660785835319,0.0004168066778162634,6.790377088317549e-06,9.229084567265e-06,0.0006513009755799987,0.0065304801653817334,0.005397373940648532
0.03662783281834641,33a4d9e4db0355c2cb8fb238385c5a37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae,0.0026600429767233143,0.0034974763971745196,6.514774791060105e-07,1.2901957748179068e-05,1.0653807204036346e-05,0.009466967918391163,0.00035185386495744937,2.0634583166869056e-05,0.0004642462871225166,0.0002656531961896237,0.0004698925780839427,0.0,0.0006600555595663431,0.0012963135230868296,0.0016854608115261461,5.748782518675061e-07,0.009446255944808243,0.002584371393092263,0.0020859207446897498,0.001647904919084248
0.0361432536263723,71c9b09c1567f81e14bb6bef7b934e49,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae,0.001140304706383184,1.151651435788534e-05,2.5651384348176294e-05,0.004010628993718311,0.0001465857854027406,0.00025686279766729323,0.0015461727738511513,0.008398627041422033,0.003023801411915142,0.004391681714963809,0.006651091587465974,9.253156716844995e-08,0.00019353745902351405,0.0016979998466108222,0.0003560351362617986,0.00037270294701820917,1.1022290353735523e-05,0.000835733524367324,0.001853629315049334,0.001219575864624693
0.0359263277581571,09281c85adbf0aaf3aa3b71f8974b86e,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,,DEV007,0.0026596945430401257,0.0006589755613777834,0.012058966073051404,8.868177062723897e-06,6.5329767031284685e-06,9.48556328969781e-06,0.0037724228598705004,0.00020216897797474095,0.0008298855376533053,0.0005318911507584751,0.0007596530764171624,1.4032024079767045e-05,0.00016016390546725698,0.0007851503055645337,0.0017984036370948568,1.1877766648547909e-05,5.001631841189471e-06,0.006052282670349306,0.0026203518204176417,0.0029805194994949537
0.03566760516391712,c617feeabd94d8a940cea014e063ce32,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,Clade II,0.003932828279369886,0.0005740245874196404,0.0005140647639499343,2.4793605838435027e-05,1.0379210101836072e-05,1.130089926939215e-05,0.0026221008178356512,0.005054609999660417,0.0027851349801929722,0.0030056165799178572,0.003092440807264543,0.000723307138764996,3.4411106028052976e-06,0.001453415251002442,0.0011704024458082127,4.483118221988491e-06,6.6750164378018275e-06,0.0008584698308754397,0.0052629934626793815,0.0045571232587034985
0.03556263360173955,ae70bb0db9748fdabce937bbade1dcc2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,,Pseudahrensia,0.007073068262139362,0.001142181021226751,0.001710767204989983,3.145897367276605e-05,2.3613402066008687e-05,2.7414179452991796e-05,0.00087773730554794,0.0009631394867712457,0.001079080225278392,0.0008928280902668591,0.0012805476987724496,3.3666144690417944e-05,0.0001774905156697158,0.001882951009756077,0.0011947036552572127,1.76967394768386e-05,2.1845836271339377e-05,0.0007404840925984411,0.00834403479716529,0.008047924960669466
0.03535349000868302,ad72127c01dac114c005c83404612b5d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas,0.002296973134895709,0.0013828483696470724,0.0001927351067454691,0.009286187333851649,0.0007047862469685335,0.00019595019412344238,0.0011401441220662012,0.0010049055189199317,0.0012421818109779419,0.0011047928286059224,0.0011931948682718046,2.022094042555263e-07,0.0004990747804717358,0.001920351854202608,0.0006365295153068267,0.00422502232781184,0.00014964859981558303,0.0016252197812333955,0.0009953530834712022,0.005557388321891902
0.035191626228958425,20ada5c0fa2722151f9039d1896592e8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,,Prosthecobacter,0.004169863120578265,0.0022239292256789355,2.602719872613486e-06,0.008148395643132921,5.744899264941306e-05,0.00013958029355795362,0.0027819234798376795,0.001855789270710175,0.0009405431775955171,0.001012634197435323,0.000933544926430254,2.5893731143055028e-08,3.426087276569179e-05,0.0053555166391453255,0.00010659329622512355,2.737044128904402e-05,9.417098506001361e-05,0.0023663663273788067,0.0022121342754825813,0.0027289324504016456
0.0349883094277692,ac704763d7ac5b90a7b18c4b171244da,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,,,Aminicenantales,0.001365139360216657,0.0001369722875829136,1.872908697176881e-05,1.3300499805109314e-05,0.005463312607338439,0.006337763905118309,0.0005420774185068998,0.0013319981070591999,0.0008046555588867283,0.0005253615655976581,0.0005802139145865457,0.0,0.006086604077486048,0.0010787824850141412,8.562203367958209e-05,2.649000857504246e-07,0.006180657800109689,0.0009105702974856825,0.0018962236869529416,0.0016300598352851404
0.034816833767066055,0d57cf7470831a0ef6691288a0303eea,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,,SM1A02,0.0020137285141690205,0.011054365515294241,3.231506468184865e-06,8.111824879111658e-05,6.145628267555724e-05,0.00509710057140532,0.0005399016814641769,0.0001331962267988573,0.0004475708829581193,0.00040521234286807433,0.0012464350266337034,4.84123544344709e-10,0.0005392480118897752,0.002901987887288382,0.00015986617930464764,0.00029039709119451257,0.0036935061534962323,0.0026668992026426365,0.0009770125521990365,0.0025045994054009165
0.034745223470297015,e4304c9496921fcf8a88c1ef30dfd0eb,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae,0.0037173535359916604,0.0008335417057857414,0.00023614184691212543,0.001022085633361201,0.0006225416836200437,0.0007488733107619595,0.002461714064163832,0.0020627377263487978,0.003653635041455492,0.0022523595739360885,0.0026329223182925887,0.00012634536472931179,0.0014097015164788445,0.0019607293983996965,0.0032292273949517444,0.0003701023506675793,0.0008666103393781537,0.0025483733515206035,0.002068019137869846,0.0019222081756717023
0.03457156407196629,c9bc1b285751f2b5cc950f14d98e295b,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,,,Isosphaeraceae,0.004226696587818854,1.72947572124232e-05,1.646445044705552e-06,0.004798393387861072,1.925329386145262e-05,3.4923338473609516e-05,0.004215401733529512,0.0026360865721007094,0.0014059225316499036,0.00143937785183327,0.001217400694647254,1.2094515566053486e-07,2.9469204223715388e-05,0.006790427632058003,4.421316924106069e-05,1.0069561523199676e-05,3.1630083865101536e-05,0.0031068307407062213,0.0013312783112165605,0.0032151272299440047
0.03439455804515905,54c5162439d2d1c970aa53ae1209bc72,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas,0.002574498219628287,1.9494427943874056e-05,2.2068358473694613e-05,0.008104929684621169,6.773169357614372e-05,0.0002656254407075989,0.002346971511584219,0.0013886140652103252,0.0014355820337667207,0.001271809616432065,0.002006303418388343,3.1208036873919563e-07,0.0008271180386003113,0.002165139219142559,0.0004232576825194456,0.004757595430759391,1.5887127670823405e-05,0.0014552127370505918,0.004225309231126932,0.0010210980275878211
0.03404211164297873,183b1085ec7d9b20001265937f063710,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,,Pseudofulvibacter,0.000773289057212181,0.0003071365804165584,3.058222359933349e-05,8.528812451454166e-05,0.0010643747178863455,4.21516538824832e-06,0.0005365933710537777,9.906137071040663e-05,0.000347882926682997,0.0004478209398817229,0.000357738875560853,7.309218059058518e-05,0.0004075174822628136,0.001636692753919567,0.024540732184462788,1.2983622421027785e-05,2.2187875366500307e-05,0.0020962949549712716,0.0003342602872200916,0.000864366948857125
0.03402429225044862,d32e579b3ae7b2aae8d5bf9f027c29af,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,,Delftia,0.0009324033893389795,0.013818373170784881,7.124041401867765e-05,0.003870694600788687,0.0004198194350029656,0.0008873461422618748,0.0015710661289741173,0.0010594009744684448,0.0008138155354811138,0.0009575076877955473,0.001160710609384282,4.100814188035931e-06,0.00013935678779727258,0.0007509728707711052,0.00039122262801335425,0.004210009115712003,1.9470731021974543e-05,0.0011612194505399185,0.0009945543194795248,0.0007910074446258532
0.03379437583981206,efb93ae3655fd3571534f46e32f7635a,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,,,Clade IV,0.003457641488616721,0.004363112684879177,0.00034962048223678835,6.623612021699856e-06,6.359442241254575e-06,9.223195686358066e-06,0.003074278587801221,0.003528398794588661,0.0020677135262408496,0.0018228475762649139,0.0019412242720438537,0.00037715987282486784,4.2886769996749694e-06,0.0017631076363131281,0.0007703052157163581,2.9596615974762232e-06,3.7082719868868473e-06,0.0015216704289050067,0.004850243877594529,0.003873888535252642
0.033789058680309986,e3311a3407d2ed2e2b06fbfca3c0f3fd,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosospira,,Nitrosospira,0.0007578512832623998,0.000380119645895444,2.199757029554926e-05,2.194984313519652e-05,0.00020476343564984642,0.0039208644921917704,0.0010575853269175416,5.309828577882277e-05,0.0002988371337260689,0.00035027166006228687,0.0008435481650514995,1.42511326122417e-05,0.014801583435771235,0.002387968357728298,0.00032442333151724633,4.037421066156383e-05,0.005466120474526624,0.000979148694597087,0.0008527073611076515,0.0010115948398216133
0.03360102691541722,f2fb5bb0c325924e10f3ae4aa16f0b9d,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae,0.0018079006254465538,2.1301121146599434e-05,4.895959747750455e-05,0.007602281196784174,0.00011147919693417397,0.0004897799399706289,0.00456887286434239,0.0023638519730342007,0.0007402562662735887,0.0011342597310329797,0.001982267081639374,9.264537271311702e-09,0.00017421581946062623,0.0021231452013331722,0.00018298369125176306,0.00057912402889355,3.224788467223769e-05,0.0013905801331375541,0.005029946159595615,0.0032175651384532644
0.033531564985167975,a4b5a0b7035aa2b3c68b10ef368a133e,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,,,Clade I,0.0032623962827985843,0.00018653793729223316,0.0005557659810228633,9.000794285988568e-06,6.200130590065455e-06,1.2659946895378005e-05,0.004937429713828437,0.004898978606049582,0.0022977263055099255,0.002498627856713422,0.0026165146531933344,0.00011380563079455491,9.076860200715618e-05,0.0012905136860371436,0.001742962917954879,5.8264669336756674e-06,3.697746340779392e-06,0.000706667650176267,0.004369688642191195,0.00392579543455251
0.03350510151667699,7fc8626c77dc26c52c6bc6b571088f86,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,,,Family XI,0.0012917826391824652,0.00012116399655932033,1.7413357540145024e-05,1.77144571594683e-05,0.005581660335612463,0.006218378317022769,0.0004873305076966555,0.0005250689190317832,0.00039066022577970643,0.00043790773163847416,0.00032856778789731227,0.0,0.006386933781586311,0.0010546266152844253,8.446945103907765e-05,2.3458019442333357e-08,0.0060505280340110495,0.000983022899249415,0.0018122719196407165,0.0017155770827259867
0.033135667789682036,8fe2cb38ea625c8576eb21a2135e13b6,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,Nitrospira,6.511452218380278e-05,0.001482621314616571,4.968717395114157e-05,4.405582700832891e-06,0.0007099831053673691,2.179556669123474e-06,0.0005202159615755399,7.14541668954702e-06,1.8382011476920652e-05,1.2387265399887717e-05,1.7380338244327742e-05,0.029956059085844016,1.7599661622715645e-05,3.367686809619348e-05,7.03543846372798e-06,1.6826171048801905e-06,2.9945016234718464e-06,4.097676768887437e-05,1.709340228519321e-05,0.00016904719807789748
0.03300504710432734,ca527f2b2b745a618c4c486f18a1de58,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium,0.002586982684754505,0.00108857643096776,7.72503876878475e-05,0.008843685521019702,0.00012586388201055065,0.0015035226915434863,0.0021528269845762955,0.002762918871873896,0.0009334641705660913,0.0016252288415986107,0.0010979389857218086,1.3568739213924198e-06,0.0006522803222093865,0.0030526056455337145,0.00017844750686618407,6.169740767188697e-05,6.965300078602355e-05,0.003015315318186481,0.0011154256478072173,0.002060005929024509
0.03268835129933267,b449f5066387be07ee577a95585d45ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0005428909550648337,0.0004230724624036333,0.00012311289309610123,0.0005621506006427806,1.5898967832737912e-05,0.0003032941706618835,0.002289281826491202,0.000536707345691875,0.0004527049352667531,0.0004659182423445324,0.0005026303732286993,1.353867203221829e-08,0.019092325348892988,0.002905892906692102,0.0005885375633839893,6.05133270967116e-06,0.00016878078649130028,0.0029790731915912924,0.00029071326413234133,0.00043930059404192654
0.03262148602496934,f544cc417880717ce8871851e2fb53dd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,,,AEGEAN-169 marine group,0.0016152688311627294,0.001564963873693093,0.0012881341361025242,3.3843863279607783e-06,3.0320023601780087e-06,3.996599988005183e-06,0.0004632064053419383,0.0019671304749818495,0.000823663633515745,0.0008079809201587161,0.0009846063665966613,1.5539761753103956e-05,1.8169326280842176e-06,0.00027805227778543543,0.016590959841451713,7.99342583726118e-05,1.7591483815396744e-05,0.001751823880637035,0.00231272389107544,0.0020476760672211154
0.03258658797449349,3b50e9874fa67e04b49f5a59ecf0059a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,,Porphyrobacter,0.0014675056430050956,0.0003307684609842269,0.003921778248906747,0.0077355417351195445,4.238837938210701e-05,0.0023470813681251935,0.0008386522921427508,0.0015560652531977578,0.0009084401003602731,0.0010288196139413282,0.0012417236524547269,3.8518378176466195e-09,0.0009882952356763976,0.0012014973912322332,0.0028372382737515546,0.0005132366321832603,9.664522112961524e-06,0.003434642709494584,0.0009726228106025277,0.0012106217999824078
0.03187427545874007,dfdd4ded298c73bba21ca66e917be133,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,,Dechloromonas,0.0008794943453980536,6.431418498366928e-06,2.4694991314601546e-06,0.001072666163682102,7.1608977417192e-05,0.00023485379197203785,0.0008535945517470807,0.0002778774099241436,0.0002906849137629951,0.00031642999285126454,0.00027011017902016637,2.0508736033077142e-10,2.758361230563197e-05,0.00013769906821421626,0.025789475113093166,4.426110635964112e-05,0.000262806911155427,0.000476353697087913,3.076572543613103e-05,0.0008291087765957194
0.0317212917856982,a7a963bf0fb0d67274c1d3c9769263b9,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,,OM43 clade,0.0011992316516867601,0.012018945231236575,7.002473590888035e-06,8.748778674919637e-05,0.002168899177537877,2.9858952281725444e-05,0.0005899894213451767,0.003330649852368271,0.0024263868918656195,0.001961260962124658,0.002739919243652677,3.308782823280187e-06,0.00041335051409897947,0.0006467445845332192,0.0003924371528741591,2.3437137325626083e-05,2.719156517680183e-05,0.0007982544688936001,0.0009069727368849485,0.0019499631986481692
0.03167672570239848,35784a81d8adea62c0bb484838a7b509,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,Sulfurovum,0.0016362197752303959,5.255082366463339e-05,1.7769112323105117e-06,0.0001179334650075752,0.011563774210954825,5.747421691489231e-05,0.0006032572269582486,0.00021044232086076979,0.0008485607172139367,0.0009138175415525912,0.0006182206532501284,6.459414112984737e-07,0.0003757293525012958,0.00031391873334935623,0.00683185382468102,4.214609798678465e-05,8.477732692285847e-05,0.0007385516061328261,0.002881492647387162,0.0037835823091855714
0.0316361671663428,a77d2bc652b4b3bf3e75d5875edf3251,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,Nitrospira,0.0009870044141222954,3.114913283102309e-05,2.9848179195159338e-06,4.027834403615538e-05,7.440822364745664e-05,0.0061854372219954795,0.0004983630432059226,6.880294244281806e-05,0.0005463722362989293,0.0004293668165423291,0.0006979217945947099,9.275555978883961e-10,0.0003589782757663706,0.0011206201423445254,0.010851185703346831,1.255348342971391e-06,0.005743149030484033,0.0015772231426762703,0.0012460220581925346,0.0011756435499970283
0.03162051009622337,c93836927d39c0db66b27bdba78b3a42,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,Woeseia,0.0015705550411101233,0.0005003334416295483,2.6793534452139828e-05,0.00012996028516528197,0.0017552939375395657,0.003680380966531157,0.0007729970119357041,0.00016784576587349737,0.0006997956524426756,0.0006894423525050058,0.0012176554019365702,1.6856986371081801e-06,0.0008650736299563256,0.0016806699603757432,0.00234895944152936,9.428472838280896e-05,0.005773736231933447,0.0013598899606262441,0.006577368427422654,0.0017077886262384062
0.03136843279787805,3fb03c63ded2e74ed6452d2f9fb11777,Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,,,,B2M28,0.002693146089411292,0.00020471897505782655,3.1623181333492205e-06,0.00012291504524887832,0.010886064673966573,3.731856637297574e-05,0.0012860695579560765,0.0005550305701250778,0.0011262065550848102,0.0013018158430876806,0.0009420407069609781,7.630776898373022e-05,0.000394687362452946,0.0004232001069823944,0.0008039663039445545,2.291417058371246e-05,7.097718854431014e-05,0.0007279518575230687,0.004081320937382515,0.005608618200075307
0.031288198273071235,150ba6ca36e16bf9fd4b11a39de8bc0e,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,Fluviicola,0.0004546638170024984,1.5372218270647092e-05,2.7488655481928716e-05,0.004540839507634132,6.889124083416853e-05,8.228064126210913e-05,0.0007259545439208983,0.006690583445020153,0.0029685323613892417,0.003996867795868061,0.003771151835104515,2.229473840148076e-08,0.00014396687273358002,0.000317971357928444,0.00033624253662634053,0.00387122687513267,2.3102044683317244e-05,0.0011905278742023791,0.0016237082110777676,0.0004388041441599801
0.03100156995844576,e538267ceb8465a6e2ddde24c27f959a,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio,0.0003565962581948918,0.0012239849044329142,6.630245139373011e-05,0.00345880377710325,5.066730808234261e-05,0.00030233407529071466,0.0038215268942715223,0.004445704729899636,0.0012193652081189511,0.0013754156546039028,0.001680701779931839,6.792613366457352e-06,0.0007282445277008094,0.00033279726315956854,0.0015527900050629783,0.007501436426901919,0.00015799141005038415,0.002253055891684069,0.00020314947439902033,0.00026390930479685523
0.030489982289301075,8ceae18ee0348d694b1a6f77def3b22e,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,Arcobacter,0.0015347021712976718,2.3713379927245983e-05,7.904839867651104e-05,0.0075763394448964865,0.00016214534654561337,0.00020986287074238887,0.0030209640803044676,0.001963658703983011,0.0007314026097818053,0.0013617915902961752,0.0015538271745509564,2.3360986434204334e-08,0.0005026917548809153,0.0017748499364508832,0.00027691525119661237,0.0015005822617295199,0.00010361172928266092,0.001212726278273049,0.0062004634215262035,0.0007006625239724635
0.03040438052913072,69ecde639764a5718793b7488aec30f0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,Sulfitobacter,0.0006106584877196528,0.0002750060180280353,1.6499274916788345e-05,9.482786537311707e-05,0.000585391930253302,0.0033223807283225036,0.0005226203821289691,5.49813531589633e-05,0.0005203773000361224,0.0006454639054165509,0.00047444845288101864,3.480117665231718e-07,0.007252912862304932,0.001057669859597679,0.010605354775644575,0.0001562973628669958,0.0010435282977664026,0.000637022431625875,0.0020826806681345338,0.0004459105611881811
0.02977545725898751,18f1742ffbe1a67bc2eca6f6699e801c,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,ADurb.Bin120,,ADurb.Bin120,0.0010335841945113614,4.263732835499967e-05,4.786523990740801e-06,1.4706772009964798e-05,0.004815060559612439,0.00538627354158971,0.0004896465941533665,0.0004533752682293421,0.00038745405999961364,0.00020299559576138446,0.0002803183985245068,0.0,0.0062827546645286515,0.0009180516594830095,8.802313606999389e-05,3.4370346781890165e-08,0.005359891388286725,0.0008046367479785099,0.00152804716674636,0.0016831792888100494
0.029420894020487642,e48f0415c755a58e0a0c541963963924,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,,,Sva1033,0.0034108999040868503,3.8543080211896214e-05,2.3787020518328225e-05,9.499051496330127e-05,0.009153277462976731,2.597655977431832e-05,0.0009646897693549708,0.00034871437764271817,0.0009380808035887477,0.0011023379010723297,0.0006205181390481586,5.426645156153752e-06,0.00020790000267620218,0.00035172387176204804,0.0011303737917205577,1.7433865399470574e-05,4.713614931893507e-05,0.0006888708312596009,0.006486890052323141,0.0037633232776331784
0.02939952464906429,79013deca000adea00e0362f2ab16111,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,Alteromonas,0.0007735471779097653,0.00030775328584147974,0.00010190159164178962,0.00027956675742618744,0.00031890397236665133,0.0016309726013214179,0.0005891945355085956,0.0005677755171040865,0.001186329285901849,0.0013910477083532943,0.0016266327937450782,1.2276908481386808e-07,0.0019631649003708936,0.0010409990494879816,0.008087969477113014,0.00013341229640563554,0.0039029566029232074,0.0020484943075750766,0.001682797290681797,0.0017659827283016735
0.029090937820465457,3ec2a90e4dfc3ded1360e0523bf1b6be,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae,0.0029186234693486337,0.0008232913609719057,0.00010573122004280842,6.845064351339324e-06,6.079791596987842e-06,1.3898850663898793e-05,0.0036167633667953886,0.0034627826995569815,0.0015632897439099582,0.0015694567378342983,0.0018073247344719808,4.3393003910846456e-05,1.356344740235679e-06,0.0017150945681791597,0.002517694523273869,2.979066027026066e-06,3.0196342935651565e-06,0.001023727143116121,0.004161603849326884,0.00372798264805356
0.028919158060701073,17105e4f13a4f051c5116fe72f03fee8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae,0.003422992836047203,0.00019494913011349816,0.0014577420126639694,1.3254912773550901e-05,6.688603537614143e-06,9.999812079787774e-06,0.0029694918071423563,0.0032855137588587704,0.0017163334856446042,0.0016712992142696671,0.0021883112825341606,9.804742316649394e-05,4.427724972530037e-06,0.001400602790460811,0.000551465924641581,3.29295694177124e-06,1.2323185562344167e-05,0.0008153310320242489,0.0051231018674925645,0.0039739882997735405
