Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,unknown plastic,Importance,ANCOM
Order: Micavibrionales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,32558.629441624365,2097.3451327433627,20715.533980582524,7934.191176470588,13346.700507614214,0.008667619658968291,NS
Order: unidentified marine bacterioplankton,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,673.8578680203045,6.1946902654867255,863.1067961165048,31945.95588235294,643.6548223350254,0.008465207650755736,S
Order: Alphaproteobacteria Incertae Sedis,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,106.09137055837563,73.45132743362832,4.368932038834951,1.1029411764705883,409.1370558375635,0.005971229176900003,S
Order: hydrothermal vent metagenome,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,31.218274111675125,0.0,10.679611650485437,1600.735294117647,4.060913705583756,0.0055977516725625965,S
Order: Rhodovibrionales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,5589.593908629442,20816.814159292036,10787.864077669903,89.70588235294117,917.258883248731,0.0051300748015651225,S
Order: Planctomycetes,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,4881.472081218274,58.4070796460177,1521.8446601941748,75.73529411764706,155.32994923857868,0.00670490833114097,S
Class: Phycisphaerae,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,13141.624365482234,10191.150442477876,13953.398058252427,917.2794117647059,5953.299492385787,0.03119303504348087,NS
Class: OM190,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,12960.406091370558,5305.309734513275,13554.368932038835,890.4411764705883,1113.7055837563453,0.025635323424362557,NS
Class: Planctomycetacia,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,63077.15736040609,34517.69911504425,59607.28155339806,19314.70588235294,13551.776649746193,0.021991814106561564,NS
Class: Planctomycetes,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,4881.472081218274,58.4070796460177,1521.8446601941748,75.73529411764706,155.32994923857868,0.01688634257251671,S
Class: Pla3 lineage,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,753.0456852791879,526.5486725663717,1094.1747572815534,1537.8676470588234,15.736040609137056,0.010596616355571641,S
Class: BD7-11,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,784.5177664974619,156.63716814159292,2281.0679611650485,3.676470588235294,0.0,0.007172356841021559,NS
Class: vadinHA49,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,20.304568527918782,661.9469026548672,351.94174757281553,0.0,0.0,0.0066119498463482465,S
Order: Pirellulales,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,43560.659898477155,26820.353982300883,46109.70873786408,16688.970588235294,12730.456852791878,0.007050632558221657,NS
Family: Phycisphaeraceae,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales,Phycisphaerales,Phycisphaerales,12427.157360406092,8655.752212389381,7764.077669902913,863.2352941176471,5713.197969543147,0.006380140471574178,NS
Order: Phycisphaerales,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae,12557.614213197969,8875.221238938053,8489.320388349515,871.6911764705883,5718.781725888325,0.010682662007101378,NS
Order: OM190,Bacteria,Planctomycetes,OM190,OM190,OM190,OM190,OM190,11418.274111675128,4530.973451327433,12525.728155339806,791.1764705882352,571.0659898477157,0.007406972187263596,NS
Class: Gracilibacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,5338.832487309644,476.9911504424779,6267.961165048544,245.9558823529412,676.6497461928934,0.007943774000639149,S
Class: Parcubacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,4373.350253807107,980.5309734513274,584.9514563106796,525.0,57.868020304568525,0.006541498168220456,S
Class: WS6 (Dojkabacteria),Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,24.111675126903553,14.15929203539823,0.0,42.279411764705884,7.106598984771574,0.006319426971664983,S
Order: Thermodesulfovibrionia,Bacteria,Nitrospirae,Thermodesulfovibrionia,Thermodesulfovibrionia,Thermodesulfovibrionia,Thermodesulfovibrionia,Thermodesulfovibrionia,1.5228426395939085,576.9911504424779,1.941747572815534,24.63235294117647,16.243654822335024,0.006070529849593613,S
Class: Thermodesulfovibrionia,Bacteria,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,1.5228426395939085,576.9911504424779,1.941747572815534,24.63235294117647,16.243654822335024,0.016991871979047328,S
Class: Nitrospira,Bacteria,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,Nitrospirae,11456.852791878173,14607.964601769912,31958.252427184467,109.19117647058823,37.055837563451774,0.011460237099677173,S
Species: Marinimicrobia (SAR406 clade),Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),5099.492385786802,104.42477876106194,1843.2038834951456,344208.82352941175,2664.467005076142,0.01586175703422842,S
Genera: Marinimicrobia (SAR406 clade),Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),5099.492385786802,104.42477876106194,1843.2038834951456,344208.82352941175,2664.467005076142,0.015088067873383487,S
Family: Marinimicrobia (SAR406 clade),Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),5099.492385786802,104.42477876106194,1843.2038834951456,344208.82352941175,2664.467005076142,0.022590854737028068,S
Order: Marinimicrobia (SAR406 clade),Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),5099.492385786802,104.42477876106194,1843.2038834951456,344208.82352941175,2664.467005076142,0.0346246819294656,S
Class: Marinimicrobia (SAR406 clade),Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),5099.492385786802,104.42477876106194,1843.2038834951456,344208.82352941175,2664.467005076142,0.0953177647734916,S
Class: Latescibacteria,Bacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,Latescibacteria,711.1675126903554,1104.424778761062,628.1553398058253,30.147058823529413,27.918781725888326,0.005429638192904392,S
Class: Kiritimatiellae,Bacteria,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,Kiritimatiellaeota,495.1776649746193,3066.3716814159293,733.495145631068,2131.6176470588234,489.8477157360406,0.013176406327809555,S
Class: Hydrogenedentia,Bacteria,Hydrogenedentes,Hydrogenedentes,Hydrogenedentes,Hydrogenedentes,Hydrogenedentes,Hydrogenedentes,1794.6700507614214,45.13274336283186,648.5436893203884,0.0,0.0,0.005409366753338683,S
Class: PAUC43f marine benthic group,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,346.4467005076142,1651.3274336283187,735.4368932038835,33.088235294117645,46.192893401015226,0.016514544082303642,S
Class: BD2-11 terrestrial group,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,3226.395939086294,4476.1061946902655,7751.941747572816,5958.088235294118,135.0253807106599,0.008368269333358337,S
Class: Fusobacteriia,Bacteria,Fusobacteria,Fusobacteria,Fusobacteria,Fusobacteria,Fusobacteria,Fusobacteria,1225.8883248730965,1330.9734513274336,728.6407766990292,1113.235294117647,605.0761421319797,0.00868512204630062,S
Class: Bacilli,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,20941.370558375635,3437.16814159292,7628.155339805825,355.5147058823529,4260.913705583756,0.015587712661237459,S
Class: Clostridia,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,14723.604060913705,17394.690265486726,30517.47572815534,570.5882352941177,8863.959390862945,0.007164033866328959,S
Order: Bacillales,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli,Bacilli,Bacilli,17377.66497461929,3357.522123893805,5969.417475728155,202.94117647058823,3728.4263959390864,0.00711001756808863,S
Class: Campylobacteria,Bacteria,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,16407.61421319797,54083.18584070796,10673.786407766991,3033.455882352941,11481.725888324872,0.01226652478472968,NS
Class: Entotheonellia,Bacteria,Entotheonellaeota,Entotheonellaeota,Entotheonellaeota,Entotheonellaeota,Entotheonellaeota,Entotheonellaeota,1521.0659898477156,3903.5398230088495,5792.718446601942,0.0,0.0,0.007042397469618014,S
Class: Deinococci,Bacteria,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,Deinococcus-Thermus,162.69035532994923,248.67256637168143,317.4757281553398,0.0,157.86802030456852,0.008519956785961359,S
Class: Dadabacteriia,Bacteria,Dadabacteria,Dadabacteria,Dadabacteria,Dadabacteria,Dadabacteria,Dadabacteria,21841.116751269037,3668.141592920354,25462.6213592233,9401.838235294117,35.53299492385787,0.016797843725501808,S
Family: Cyanobiaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Synechococcales,Synechococcales,Synechococcales,1325.8883248730965,2402.6548672566373,2047.0873786407767,58821.69117647059,60544.16243654822,0.008165984046351743,S
Family: Phormidesmiaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiales,Phormidesmiales,Phormidesmiales,7203.299492385787,666.3716814159292,1990.2912621359224,59.19117647058823,93138.07106598985,0.0105260715961103,S
Species: Phormidesmis ANT.LACV5.1,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,Phormidesmis ANT.LACV5.1,7002.53807106599,330.08849557522126,1964.5631067961165,56.25,77709.13705583756,0.006202090574065561,S
Genera: Phormidesmis ANT.LACV5.1,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Phormidesmiaceae,Phormidesmiaceae,7002.53807106599,330.08849557522126,1964.5631067961165,56.25,77709.13705583756,0.007957502440829925,S
Order: Synechococcales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,5104.568527918782,2652.212389380531,3386.893203883495,58821.69117647059,72958.88324873097,0.0221188275874724,S
Order: Phormidesmiales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,7425.634517766497,1300.0,1990.2912621359224,60.661764705882355,93807.61421319797,0.015173396473813862,S
Order: Nostocales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,6565.228426395939,179.64601769911505,1938.3495145631068,427.20588235294116,96152.28426395939,0.012351075093936115,S
Family: Nostocaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,2.030456852791878,177.87610619469027,20.87378640776699,0.0,59044.16243654822,0.01091925680223622,S
Family: Xenococcaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,6175.380710659899,1.7699115044247788,1541.7475728155339,116.17647058823529,34977.15736040609,0.006441180344955664,S
Species: Rivularia PCC-7116,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Rivularia PCC-7116,Rivularia PCC-7116,2.030456852791878,0.0,1.4563106796116505,0.0,58846.700507614216,0.007454146769467988,S
Genera: Rivularia PCC-7116,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostocaceae,Nostocaceae,2.030456852791878,0.0,1.4563106796116505,0.0,58846.700507614216,0.007051539122453762,S
Class: Oxyphotobacteria,Bacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,19413.451776649745,4418.58407079646,7331.0679611650485,62022.794117647056,263248.730964467,0.060765637257923936,S
Class: Melainabacteria,Bacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,151.26903553299493,221.23893805309734,797.5728155339806,1.4705882352941178,0.0,0.007724134297948741,S
Order: SAR202 clade,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidia,Dehalococcoidia,Dehalococcoidia,Dehalococcoidia,350.507614213198,942.4778761061947,40.77669902912621,10861.029411764706,122.84263959390863,0.0051228945073079814,S
Class: Anaerolineae,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,17123.604060913705,19938.938053097347,23119.417475728154,363.97058823529414,706.0913705583756,0.014562938466486776,NS
Class: Dehalococcoidia,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,364.46700507614213,2121.238938053097,104.85436893203884,10863.60294117647,122.84263959390863,0.01435226281986319,S
Class: JG30-KF-CM66,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,67.25888324873097,107.07964601769912,1596.116504854369,8.088235294117647,42.131979695431475,0.0051088172896270895,S
Species: metagenome,Bacteria,Chloroflexi,Anaerolineae,1-20,metagenome,metagenome,metagenome,1069.5431472081218,1148.6725663716813,1111.1650485436894,16568.382352941175,794.9238578680203,0.005631202220697853,S
Class: Chlamydiae,Bacteria,Chlamydiae,Chlamydiae,Chlamydiae,Chlamydiae,Chlamydiae,Chlamydiae,1001.015228426396,1425.6637168141592,3250.0,141.1764705882353,0.0,0.009862275870343905,S
Class: Calditrichia,Bacteria,Calditrichaeota,Calditrichaeota,Calditrichaeota,Calditrichaeota,Calditrichaeota,Calditrichaeota,717.7664974619289,1123.8938053097345,1501.4563106796118,25.36764705882353,132.99492385786803,0.011079945088228451,S
Species: unidentified marine bacterioplankton,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,unidentified marine bacterioplankton,unidentified marine bacterioplankton,3390.6091370558374,2181.4159292035397,7118.446601941748,60012.867647058825,6962.944162436548,0.005158859657986994,NS
Genera: unidentified marine bacterioplankton,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NS11-12 marine group,NS11-12 marine group,1965.228426395939,230.97345132743362,6207.281553398058,58124.26470588235,1858.8832487309644,0.006952770287541065,S
Family: Flavobacteriaceae,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales,Flavobacteriales,Flavobacteriales,317354.82233502535,108826.54867256636,113841.74757281554,245541.91176470587,145530.96446700508,0.008479213832991439,NS
Family: NS9 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales,Flavobacteriales,Flavobacteriales,1782.7411167512691,637.1681415929204,547.5728155339806,21138.602941176472,898.4771573604061,0.008055146791557149,S
Species: NS5 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NS5 marine group,312.1827411167513,48.67256637168141,189.32038834951456,64810.294117647056,8302.53807106599,0.0059433106359586116,S
Species: NS4 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,NS4 marine group,104.56852791878173,253.09734513274336,98.54368932038835,40067.64705882353,7186.294416243655,0.0075251394149623155,S
Genera: NS4 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriaceae,104.56852791878173,253.09734513274336,98.54368932038835,40067.64705882353,7186.294416243655,0.006735340982281771,S
Genera: NS5 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriaceae,312.1827411167513,48.67256637168141,189.32038834951456,64813.970588235294,9790.355329949238,0.005450061526884128,S
Family: Saprospiraceae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales,Chitinophagales,Chitinophagales,67428.42639593908,29000.0,28465.533980582524,3279.044117647059,46257.36040609137,0.006163004895789807,NS
Order: Chitinophagales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,74925.8883248731,31279.646017699117,39717.961165048546,3438.970588235294,51862.94416243655,0.00990904090862667,NS
Order: Flavobacteriales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,348835.02538071066,118741.59292035399,124064.07766990291,323926.4705882353,151677.66497461929,0.008486693335712316,NS
Order: Sphingobacteriales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,2066.751269035533,1811.504424778761,577.6699029126214,22657.720588235294,2865.9898477157362,0.005978714519198115,NS
Class: Bacteroidia,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,458487.56345177663,231242.4778761062,206917.96116504853,357924.26470588235,224242.63959390862,0.031660190259269284,NS
Class: Rhodothermia,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,4100.253807106599,2918.5840707964603,4993.203883495145,4786.764705882353,4897.969543147208,0.015991356367320842,S
Phylum: Marinimicrobia (SAR406 clade),Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,5100.0,104.42477876106194,1843.2038834951456,344374.26470588235,2664.467005076142,0.11613735348551045,S
Phylum: Cyanobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,19839.593908629442,4642.477876106194,8216.504854368932,62053.67647058824,263251.77664974617,0.08375984989843141,NS
Phylum: Verrucomicrobia,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,104736.29441624366,24434.513274336285,37960.19417475728,505840.8088235294,50225.8883248731,0.05814362771257156,NS
Phylum: Planctomycetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,96136.29441624366,51517.69911504425,93094.17475728155,22802.941176470587,20789.84771573604,0.05598721302493462,NS
Phylum: Bacteroidetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,463003.807106599,234875.22123893804,211921.84466019418,362819.48529411765,229195.43147208123,0.04555019150506872,NS
Phylum: Proteobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,2501490.8629441625,850515.9292035399,1635466.990291262,7781484.55882353,1307789.3401015229,0.03603904702593119,NS
Phylum: Actinobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,42760.659898477155,43265.486725663715,51131.553398058255,67009.19117647059,39653.807106598986,0.030980080546168843,NS
Phylum: Acidobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,7063.705583756345,17300.0,32475.728155339806,1359.1911764705883,4064.467005076142,0.030743758302372668,NS
Phylum: Firmicutes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,43119.543147208125,20878.7610619469,39259.22330097087,1388.6029411764705,13125.380710659898,0.02666008137800655,NS
Phylum: Dadabacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,21841.116751269037,3668.141592920354,25462.6213592233,9401.838235294117,35.53299492385787,0.025938086631985338,S
Phylum: Kiritimatiellaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,495.1776649746193,3066.3716814159293,733.495145631068,2131.6176470588234,489.8477157360406,0.02416383552589361,S
Phylum: Gemmatimonadetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,3653.299492385787,6515.929203539823,8487.378640776698,5991.911764705882,181.21827411167513,0.022420859264054644,S
Phylum: Epsilonbacteraeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,16407.61421319797,54083.18584070796,10673.786407766991,3033.455882352941,11481.725888324872,0.020511991094394118,NS
Phylum: Chloroflexi,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,19002.53807106599,22646.017699115044,25475.728155339806,11238.970588235294,871.0659898477157,0.020406631410961027,NS
Phylum: Nitrospirae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,11458.375634517766,15184.955752212389,31960.194174757282,133.8235294117647,53.2994923857868,0.02024734866896534,S
Phylum: Deinococcus-Thermus,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,162.69035532994923,248.67256637168143,317.4757281553398,0.0,157.86802030456852,0.01885200839828981,S
Phylum: Calditrichaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,717.7664974619289,1123.8938053097345,1501.4563106796118,25.36764705882353,132.99492385786803,0.01809741182367599,S
Phylum: Chlamydiae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1001.015228426396,1425.6637168141592,3250.0,141.1764705882353,0.0,0.017262596881809568,S
Phylum: Fusobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1225.8883248730965,1330.9734513274336,728.6407766990292,1113.235294117647,605.0761421319797,0.016951414620676394,S
Phylum: Patescibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,10659.644670050762,2166.3716814159293,8146.601941747573,1040.4411764705883,2393.9086294416243,0.015117807953057066,S
Phylum: Lentisphaerae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,716.4974619289341,2407.9646017699115,2184.9514563106795,163.97058823529412,3.553299492385787,0.014422926195333556,S
Phylum: WPS-2,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,344.6700507614213,19.469026548672566,137.8640776699029,6.25,3662.944162436548,0.013415382542075378,S
Phylum: Entotheonellaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1521.0659898477156,3903.5398230088495,5792.718446601942,0.0,0.0,0.013116333706174509,S
Phylum: Hydrogenedentes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1794.6700507614214,45.13274336283186,648.5436893203884,0.0,0.0,0.013112172101652692,S
Phylum: Cloacimonetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,163.7055837563452,1292.0353982300885,24.75728155339806,7.720588235294118,408.1218274111675,0.011873782675016369,S
Phylum: Latescibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,875.6345177664974,1373.4513274336284,658.7378640776699,77.94117647058823,65.98984771573605,0.011217980352554424,S
Phylum: Omnitrophicaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,14.213197969543147,46.017699115044245,73.30097087378641,0.0,0.0,0.011192397877097252,S
Phylum: Zixibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,61.16751269035533,207.0796460176991,14.077669902912621,0.0,0.0,0.010953762577296057,S
Phylum: Synergistetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,819.7969543147208,1940.7079646017698,263.59223300970876,7.720588235294118,140.10152284263958,0.010900544682521168,S
Phylum: WS4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,17.00507614213198,41.5929203539823,262.621359223301,0.0,0.0,0.010535653752908587,S
Phylum: Spirochaetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1562.9441624365481,1560.1769911504425,1047.5728155339805,3.676470588235294,710.1522842639594,0.010489721446285648,S
Phylum: Fibrobacteres,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,26.903553299492387,673.4513274336283,1.941747572815534,173.89705882352942,54.82233502538071,0.010200067147297629,S
Phylum: Atribacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,226.14213197969542,8701.769911504425,43.689320388349515,36.39705882352941,26.395939086294415,0.010056312819493578,S
Phylum: Armatimonadetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,12.182741116751268,173.4513274336283,65.04854368932038,0.0,0.0,0.009962657711640404,S
Phylum: Rokubacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,1892.9203539823009,4.368932038834951,0.0,0.0,0.009833140834588812,S
Phylum: Acetothermia,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,2.284263959390863,301.7699115044248,0.0,0.7352941176470589,0.0,0.009801574749456038,S
Phylum: LCP-89,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,36.04060913705584,156.63716814159292,217.4757281553398,0.0,0.0,0.00977885092093535,S
Phylum: Dependentiae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,167.51269035532994,0.0,1758.7378640776699,76.83823529411765,1.5228426395939085,0.009731441904651994,S
Phylum: Thermotogae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1351.2690355329948,3474.336283185841,697.0873786407767,0.0,0.0,0.008866329219203748,S
Phylum: Nitrospinae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,2663.7055837563453,1169.9115044247787,2223.78640776699,121.32352941176471,51.776649746192895,0.008811992338257447,S
Phylum: BRC1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,148.98477157360406,69.02654867256638,2683.980582524272,0.0,0.0,0.008674518512449549,S
Phylum: TA06,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,309.7345132743363,0.0,0.0,0.0,0.008284298067195566,S
