Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,Importance,ANCOM
Family: Cyanobiaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Synechococcales,Synechococcales,Synechococcales,6562.121212121212,136532.39436619717,5471.641791044776,156548.1981981982,0.009210116143106578,NS
Species: Cyanobium PCC-6307,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,Cyanobium PCC-6307,6207.575757575758,135294.3661971831,5407.462686567164,148089.1891891892,0.005977348878948929,NS
Genera: Cyanobium PCC-6307,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae,Cyanobiaceae,6207.575757575758,135294.3661971831,5407.462686567164,148089.1891891892,0.0061196760929611025,NS
Family: Pseudanabaenaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenales,Pseudanabaenales,Pseudanabaenales,321.2121212121212,49854.92957746479,1146.2686567164178,3793.2432432432433,0.006010189132845074,NS
ASV3063: Oxyphotobacteria,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,3.0303030303030303,808.4507042253521,16.417910447761194,32.432432432432435,0.0071137313387068,NS
Species: Oxyphotobacteria,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,3.0303030303030303,1589.4366197183099,16.417910447761194,57.207207207207205,0.015573405426024053,NS
Genera: Oxyphotobacteria,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,3.0303030303030303,1589.4366197183099,16.417910447761194,57.207207207207205,0.017199086635558795,NS
Family: Oxyphotobacteria,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,3.0303030303030303,1589.4366197183099,16.417910447761194,57.207207207207205,0.026254869721905442,NS
Order: Nostocales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,980.3030303030303,307361.2676056338,879.1044776119403,5250.9009009009005,0.06036119518720854,NS
Order: Oxyphotobacteria,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,3.0303030303030303,1589.4366197183099,16.417910447761194,57.207207207207205,0.038593501157480455,NS
Order: Synechococcales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,15862.121212121212,137610.5633802817,5517.910447761194,156803.6036036036,0.014721507831989137,NS
Order: Pseudanabaenales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,321.2121212121212,49854.92957746479,1146.2686567164178,3793.2432432432433,0.010441799992988138,NS
Family: Nostocaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,800.0,173617.60563380283,208.955223880597,951.8018018018018,0.030198286930856168,NS
Family: Microcystaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,80.3030303030303,125223.94366197183,565.6716417910447,2229.7297297297296,0.024926602897626247,NS
Family: Gloeocapsaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,0.0,1491.5492957746478,4.477611940298507,7.657657657657658,0.008362833026385044,S
Genera: Aphanizomenon MDT14a,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostocaceae,Nostocaceae,10.606060606060606,88661.97183098592,29.850746268656717,214.4144144144144,0.0178044025662571,NS
Genera: Nodularia PCC-9350,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostocaceae,Nostocaceae,16.666666666666668,36583.09859154929,5.970149253731344,401.35135135135135,0.01624700947941645,NS
Genera: Aphanizomenon NIES81,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nostocaceae,Nostocaceae,436.3636363636364,46854.92957746479,173.13432835820896,301.8018018018018,0.01210525678494576,NS
ASV1112: Nodularia PCC-9350,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nodularia PCC-9350,Nodularia PCC-9350,16.666666666666668,36583.09859154929,5.970149253731344,401.35135135135135,0.009595171190317884,NS
Species: Nodularia PCC-9350,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Nodularia PCC-9350,Nodularia PCC-9350,16.666666666666668,36583.09859154929,5.970149253731344,401.35135135135135,0.015016661092998797,NS
ASV6100: Aphanizomenon NIES81,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Aphanizomenon NIES81,Aphanizomenon NIES81,436.3636363636364,46854.92957746479,173.13432835820896,301.8018018018018,0.005491188332520901,NS
Species: Aphanizomenon NIES81,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Aphanizomenon NIES81,Aphanizomenon NIES81,436.3636363636364,46854.92957746479,173.13432835820896,301.8018018018018,0.011791486255905571,NS
ASV9613: Aphanizomenon MDT14a,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Aphanizomenon MDT14a,Aphanizomenon MDT14a,10.606060606060606,88661.97183098592,29.850746268656717,214.4144144144144,0.009639416963064251,NS
Species: Aphanizomenon MDT14a,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Aphanizomenon MDT14a,Aphanizomenon MDT14a,10.606060606060606,88661.97183098592,29.850746268656717,214.4144144144144,0.016360859919214134,NS
Species: Synechocystis PCC-6803,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Synechocystis PCC-6803,Synechocystis PCC-6803,39.39393939393939,7519.718309859155,147.76119402985074,956.7567567567568,0.008100664616640609,NS
ASV2672: Snowella 0TU37S04,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Snowella 0TU37S04,Snowella 0TU37S04,27.272727272727273,115849.2957746479,417.910447761194,1239.1891891891892,0.012031094244433941,NS
Species: Snowella 0TU37S04,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Snowella 0TU37S04,Snowella 0TU37S04,27.272727272727273,115849.2957746479,417.910447761194,1239.1891891891892,0.02290152312133647,NS
Genera: Snowella 0TU37S04,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Microcystaceae,Microcystaceae,27.272727272727273,115849.2957746479,417.910447761194,1239.1891891891892,0.02360492670697608,NS
Genera: Synechocystis PCC-6803,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Microcystaceae,Microcystaceae,39.39393939393939,7519.718309859155,147.76119402985074,956.7567567567568,0.0068095614628886966,NS
Class: Oxyphotobacteria,Bacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,22731.81818181818,497557.04225352115,7559.701492537313,166095.4954954955,0.1157279707152591,NS
Class: Sericytochromatia,Bacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,2584.848484848485,695.7746478873239,888.0597014925373,3227.027027027027,0.011332380311830616,NS
Class: Melainabacteria,Bacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,Cyanobacteria,16471.21212121212,3984.507042253521,2274.626865671642,8675.675675675675,0.011034359776305154,NS
Class: Anaerolineae,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,16677.272727272728,44700.0,27695.5223880597,9130.63063063063,0.021962954613641474,NS
Class: KD4-96,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,612.1212121212121,591.5492957746479,117.91044776119404,133.78378378378378,0.012560136024416723,S
Class: JG30-KF-CM66,Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,13.636363636363637,85.91549295774648,132.83582089552237,0.0,0.008335271963341627,NS
Class: Chlamydiae,Bacteria,Chlamydiae,Chlamydiae,Chlamydiae,Chlamydiae,Chlamydiae,Chlamydiae,1809.090909090909,950.0,1100.0,542.3423423423424,0.005577155663053066,NS
Class: Calditrichia,Bacteria,Calditrichaeota,Calditrichaeota,Calditrichaeota,Calditrichaeota,Calditrichaeota,Calditrichaeota,383.3333333333333,533.0985915492957,777.6119402985074,22.07207207207207,0.011461484937021076,NS
Order: Balneolales,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermia,Rhodothermia,Rhodothermia,Rhodothermia,46.96969696969697,4461.267605633803,138.80597014925374,9805.855855855856,0.006001650545755606,NS
Family: LiUU-11-161,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales,Sphingobacteriales,Sphingobacteriales,2421.212121212121,14824.647887323943,2811.9402985074626,3899.099099099099,0.005255892094677696,NS
Species: NS11-12 marine group,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NS11-12 marine group,NS11-12 marine group,3269.6969696969695,18287.323943661973,2823.8805970149256,46341.89189189189,0.006318217855486741,NS
Genera: NS11-12 marine group,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NS11-12 marine group,NS11-12 marine group,3269.6969696969695,18287.323943661973,2823.8805970149256,46341.89189189189,0.005744050931180036,NS
Species: NS5 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NS5 marine group,283.3333333333333,6389.43661971831,41.791044776119406,43298.198198198195,0.00557973932062353,NS
Genera: NS3a marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriaceae,250.0,13613.38028169014,1204.4776119402984,118501.35135135135,0.010203281321224522,NS
Genera: NS5 marine group,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriaceae,283.3333333333333,6389.43661971831,41.791044776119406,43298.198198198195,0.006254530254975874,NS
Genera: Candidatus Aquirestis,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae,Saprospiraceae,336.3636363636364,70426.05633802817,394.02985074626866,5419.369369369369,0.022673566576481542,NS
ASV10960: Candidatus Aquirestis,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus Aquirestis,Candidatus Aquirestis,336.3636363636364,70426.05633802817,394.02985074626866,5419.369369369369,0.010264097749835863,NS
Species: Candidatus Aquirestis,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus Aquirestis,Candidatus Aquirestis,336.3636363636364,70426.05633802817,394.02985074626866,5419.369369369369,0.020738683535121087,NS
Order: Chitinophagales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,220375.75757575757,318228.8732394366,141792.53731343284,166581.53153153154,0.010993104242716644,NS
Order: Sphingobacteriales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,11309.09090909091,37603.52112676056,11714.925373134329,60490.54054054054,0.005919114979961409,NS
Order: Flavobacteriales,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,Bacteroidia,1594256.0606060605,491619.0140845071,652658.2089552239,1151350.4504504504,0.005489830773830347,NS
Class: Bacteroidia,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,1943340.9090909092,964742.9577464788,868365.671641791,1586752.2522522523,0.01890748862849624,NS
Class: Rhodothermia,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,6172.727272727273,6489.43661971831,5310.44776119403,20487.38738738739,0.009834801105694024,NS
Class: Ignavibacteria,Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,7578.787878787879,5337.3239436619715,4397.014925373134,10288.738738738739,0.007125131151148482,NS
Phylum: Cyanobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,41787.878787878784,502237.323943662,10722.388059701492,177998.1981981982,0.16076333245321495,NS
Phylum: Actinobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,65883.33333333333,88759.15492957746,62216.41791044776,393872.0720720721,0.0700841415575863,NS
Phylum: Planctomycetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,659486.3636363636,451759.1549295775,364659.70149253734,315758.5585585586,0.04177589420705844,NS
Phylum: Chloroflexi,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,17880.303030303032,46437.32394366197,28614.925373134327,10574.324324324325,0.03771024988640896,NS
Phylum: Verrucomicrobia,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,138000.0,213838.02816901408,65601.49253731343,379890.0900900901,0.03764376662201645,NS
Phylum: Latescibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1048.4848484848485,4240.140845070423,7046.268656716418,1468.918918918919,0.0331386124885429,S
Phylum: Bacteroidetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1957092.4242424243,976569.7183098592,878073.1343283582,1617528.3783783785,0.0330897042000799,NS
Phylum: Epsilonbacteraeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,20230.303030303032,23314.084507042255,11085.074626865671,33043.24324324324,0.03137320198961045,NS
Phylum: Patescibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,31196.969696969696,17707.74647887324,16835.82089552239,83121.62162162163,0.028720620218663836,NS
Phylum: Calditrichaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,383.3333333333333,533.0985915492957,777.6119402985074,22.07207207207207,0.025350470865731247,NS
Phylum: Gemmatimonadetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1333.3333333333333,2739.43661971831,3194.0298507462685,1900.4504504504505,0.02366448367457956,NS
Phylum: Proteobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,2987446.9696969697,1269450.704225352,1717598.5074626866,2416034.6846846845,0.022576444084024976,NS
Phylum: Acidobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,15833.333333333334,9044.366197183099,18813.432835820895,8391.441441441442,0.02078563709458529,NS
Phylum: Nitrospirae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,556.060606060606,2212.676056338028,2074.626865671642,370.27027027027026,0.020682501997687768,S
Phylum: Armatimonadetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,957.5757575757576,2588.7323943661972,523.8805970149253,297.7477477477477,0.02037814490372297,NS
Phylum: Lentisphaerae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,51.515151515151516,481.6901408450704,164.17910447761193,258.55855855855856,0.019513015474849786,S
Phylum: Kiritimatiellaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1640.909090909091,1823.943661971831,1780.597014925373,1752.2522522522522,0.019031968628686488,NS
Phylum: Modulibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,87.87878787878788,42.25352112676056,573.1343283582089,0.0,0.015951142088486633,NS
Phylum: Firmicutes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,5530.30303030303,2342.2535211267605,22589.55223880597,6764.864864864865,0.01557654188421604,NS
Phylum: Dependentiae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,3116.6666666666665,1959.1549295774648,3864.179104477612,6150.45045045045,0.015542822390696194,NS
Phylum: Deinococcus-Thermus,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,8865.151515151516,1641.5492957746478,553.7313432835821,3113.963963963964,0.014664283562823028,NS
Phylum: Fusobacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1087.878787878788,128.16901408450704,191.044776119403,580.1801801801802,0.014297497735502563,NS
Phylum: Aegiribacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,2527.2727272727275,1022.5352112676056,186.56716417910448,78.37837837837837,0.013759825809247816,NS
Phylum: Zixibacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,222.53521126760563,804.4776119402985,0.0,0.01349761036422411,NS
Phylum: WPS-2,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,877.2727272727273,819.7183098591549,1505.9701492537313,1415.7657657657658,0.01288796925033312,NS
Phylum: Dadabacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,184.50704225352112,15350.746268656716,123.42342342342343,0.012399971889147671,NS
Phylum: Atribacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,156.06060606060606,120.4225352112676,26.865671641791046,255.40540540540542,0.0120490043440916,NS
Phylum: Hydrogenedentes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,3419.6969696969695,688.0281690140845,1716.4179104477612,1270.2702702702702,0.011693471076923076,NS
Phylum: Schekmanbacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,114.78873239436619,182.08955223880596,0.9009009009009009,0.011534123247631171,NS
Phylum: PAUC34f,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,84.50704225352112,0.0,366.6666666666667,0.01153007334437438,S
Phylum: Spirochaetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,56.06060606060606,3842.2535211267605,5897.014925373134,1374.3243243243244,0.010770188938038236,NS
Phylum: Caldiserica,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,386.3636363636364,0.0,0.0,0.0,0.010570484845576857,NS
Phylum: Chlamydiae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1809.090909090909,950.0,1100.0,542.3423423423424,0.010498469640127591,NS
Phylum: BRC1,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,369.6969696969697,121.83098591549296,823.8805970149253,288.2882882882883,0.010105648267159165,NS
Phylum: Tenericutes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,150.0,0.0,27.027027027027028,0.009837695618752492,S
Phylum: WS2,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,1.408450704225352,7.462686567164179,107.2072072072072,0.009735554076104052,NS
Phylum: Rokubacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,0.0,0.0,110.8108108108108,0.009049868508838021,NS
Phylum: Synergistetes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,7.575757575757576,15.492957746478874,20.895522388059703,142.7927927927928,0.0082681026683772,NS
Phylum: Fibrobacteres,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,1037.878787878788,472.53521126760563,0.0,293.6936936936937,0.007690784506867471,NS
Phylum: Nitrospinae,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,0.0,252.81690140845072,0.0,1964.8648648648648,0.007405426465838226,NS
Phylum: Omnitrophicaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,4.545454545454546,23.943661971830984,5.970149253731344,256.7567567567568,0.007151688322719169,NS
Class: JS1,Bacteria,Atribacteria,Atribacteria,Atribacteria,Atribacteria,Atribacteria,Atribacteria,156.06060606060606,120.4225352112676,26.865671641791046,255.40540540540542,0.005536010175623778,NS
Order: Fimbriimonadales,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadia,Fimbriimonadia,Fimbriimonadia,Fimbriimonadia,943.939393939394,38.028169014084504,516.4179104477612,177.47747747747746,0.0050866788930781365,S
Class: Fimbriimonadia,Bacteria,Armatimonadetes,Armatimonadetes,Armatimonadetes,Armatimonadetes,Armatimonadetes,Armatimonadetes,943.939393939394,38.028169014084504,516.4179104477612,177.47747747747746,0.016656079340219926,S
Class: Aegiribacteria,Bacteria,Aegiribacteria,Aegiribacteria,Aegiribacteria,Aegiribacteria,Aegiribacteria,Aegiribacteria,2527.2727272727275,1022.5352112676056,186.56716417910448,78.37837837837837,0.00917314958364,NS
Species: PeM15,Bacteria,Actinobacteria,Actinobacteria,PeM15,PeM15,PeM15,PeM15,2013.6363636363637,3121.1267605633802,950.7462686567164,9768.468468468469,0.00898641304660493,NS
Genera: PeM15,Bacteria,Actinobacteria,Actinobacteria,PeM15,PeM15,PeM15,PeM15,2013.6363636363637,3121.1267605633802,950.7462686567164,9768.468468468469,0.007509299435098171,NS
Family: PeM15,Bacteria,Actinobacteria,Actinobacteria,PeM15,PeM15,PeM15,PeM15,2013.6363636363637,3121.1267605633802,950.7462686567164,9768.468468468469,0.011299992201753132,NS
Genera: Candidatus Aquiluna,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae,Microbacteriaceae,1289.3939393939395,9002.112676056338,328.35820895522386,24210.36036036036,0.006576267829335387,NS
Species: Candidatus Aquiluna,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna,Candidatus Aquiluna,1289.3939393939395,9002.112676056338,328.35820895522386,24210.36036036036,0.007066970883140772,NS
ASV7845: hgcI clade,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,hgcI clade,27.272727272727273,5216.901408450704,67.16417910447761,76045.94594594595,0.005726661799285059,NS
ASV9759: hgcI clade,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,hgcI clade,9.090909090909092,805.6338028169014,26.865671641791046,8722.972972972973,0.00528665160015573,NS
Species: hgcI clade,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,hgcI clade,74.24242424242425,8569.718309859154,113.43283582089552,96812.61261261262,0.012179077588296405,NS
Species: actinobacterium SCGC AAA023-D18,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,hgcI clade,62.121212121212125,2957.042253521127,70.14925373134328,38259.90990990991,0.010740414108927829,NS
Species: Actinobacteria bacterium IMCC26103,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,hgcI clade,6.0606060606060606,430.98591549295776,0.0,4333.783783783784,0.0064106568617301185,S
ASV4319: actinobacterium SCGC AAA023-D18,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,actinobacterium SCGC AAA023-D18,62.121212121212125,2957.042253521127,70.14925373134328,38259.90990990991,0.005115068378372469,NS
ASV7143: Sporichthyaceae,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae,Sporichthyaceae,4.545454545454546,2861.2676056338028,22.388059701492537,16449.54954954955,0.005016268269614022,NS
Species: Sporichthyaceae,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae,Sporichthyaceae,9.090909090909092,3896.478873239437,44.776119402985074,26209.00900900901,0.012372053429215305,NS
Genera: hgcI clade,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae,Sporichthyaceae,142.42424242424244,11957.74647887324,183.5820895522388,139406.3063063063,0.011636150721414737,NS
Genera: Sporichthyaceae,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae,Sporichthyaceae,9.090909090909092,3896.478873239437,44.776119402985074,26209.00900900901,0.010108659803031637,NS
Genera: Candidatus Planktophila,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae,Sporichthyaceae,4.545454545454546,678.169014084507,5.970149253731344,7707.207207207207,0.006708445016337096,NS
Species: Candidatus Planktophila,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,Candidatus Planktophila,4.545454545454546,678.169014084507,5.970149253731344,7707.207207207207,0.007512979931156872,NS
Family: Sporichthyaceae,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiales,Frankiales,Frankiales,156.06060606060606,16532.394366197183,234.32835820895522,173322.52252252251,0.02067594191108378,NS
Order: Frankiales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,990.9090909090909,17392.25352112676,1032.8358208955224,174399.54954954956,0.027621302756284948,NS
Order: PeM15,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,2013.6363636363637,3121.1267605633802,950.7462686567164,9768.468468468469,0.01892045882934355,NS
Order: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,96.96969696969697,773.943661971831,17.91044776119403,2684.6846846846847,0.011092765872708443,S
Order: Micrococcales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,6927.272727272727,17176.056338028167,8183.582089552238,45754.05405405405,0.005186260510374981,NS
Class: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,19878.78787878788,50517.605633802814,35437.31343283582,251489.63963963964,0.0532353960118759,NS
Class: Acidimicrobiia,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,45618.181818181816,36081.69014084507,25588.059701492537,138419.81981981982,0.02263966898145804,NS
Class: Nitriliruptoria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.0,34.50704225352113,0.0,493.2432432432432,0.02221614761948299,S
Class: Thermoleophilia,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,340.90909090909093,2004.9295774647887,407.46268656716416,3284.234234234234,0.011681331638847905,NS
Family: Ilumatobacteraceae,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichales,Microtrichales,Microtrichales,19019.696969696968,24433.098591549297,7585.074626865671,123835.13513513513,0.008358234068226316,NS
Genera: CL500-29 marine group,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacteraceae,Ilumatobacteraceae,1848.4848484848485,17159.859154929578,1237.313432835821,114385.58558558559,0.007766945108754122,NS
