Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,Importance,ANCOM
Order: SAR324 clade(Marine group B),Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.006818181818181818,0.12640845070422532,0.01119402985074627,0.0695945945945946,0.009922226,S
Order: Myxococcales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.057575757575757565,0.5549295774647888,0.16194029850746267,0.023873873873873866,0.010734816999999999,NS
Order: Oligoflexales,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.024242424242424242,0.2640845070422536,0.03656716417910448,0.13400900900900906,0.008219913,S
Order: Deltaproteobacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,0.0,0.1246478873239437,0.10149253731343284,0.026126126126126126,0.0053116759999999996,S
Genera: Bradymonadales,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadales,Bradymonadales,Bradymonadales,0.25681818181818183,0.45739436619718293,0.22611940298507466,0.081981981981982,0.0060558930000000006,NS
Family: Bradymonadales,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadales,Bradymonadales,Bradymonadales,0.25681818181818183,0.45739436619718293,0.22611940298507466,0.081981981981982,0.0065201009999999995,NS
Family: Bdellovibrionaceae,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionales,Bdellovibrionales,Bdellovibrionales,0.3446969696969698,0.45845070422535217,0.20447761194029854,0.11013513513513518,0.009985256,NS
Family: Bacteriovoracaceae,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionales,Bdellovibrionales,Bdellovibrionales,0.5772727272727274,0.11690140845070424,0.3649253731343283,0.07252252252252253,0.007284093,NS
Species: OM27 clade,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,OM27 clade,0.032575757575757584,0.41021126760563376,0.10820895522388059,0.08671171171171173,0.005282581,NS
Genera: OM27 clade,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrionaceae,Bdellovibrionaceae,0.032575757575757584,0.41021126760563376,0.10820895522388059,0.08671171171171173,0.005394227,NS
Family: Tistrellaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Tistrellales,Tistrellales,Tistrellales,0.25757575757575757,0.096830985915493,0.4708955223880597,0.12319819819819823,0.006375847,NS
Genera: Tistrella,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrellaceae,Tistrellaceae,0.25757575757575757,0.096830985915493,0.4708955223880597,0.12319819819819823,0.005561256999999999,NS
Family: Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,Sphingomonadales,Sphingomonadales,5.046212121212121,1.897887323943663,4.003731343283584,1.2869369369369374,0.016111943,NS
ASV0808: Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae,Sphingomonadaceae,2.038636363636364,0.7746478873239436,1.4992537313432837,0.46824324324324307,0.00647975,NS
Species: Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae,Sphingomonadaceae,2.537878787878788,1.1080985915492951,1.8268656716417913,0.575225225225225,0.009097636999999999,NS
Genera: Sphingomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae,Sphingomonadaceae,2.537878787878788,1.1080985915492951,1.8268656716417913,0.575225225225225,0.008782404,NS
Genera: Sphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae,Sphingomonadaceae,1.3643939393939395,0.6718309859154927,1.2350746268656716,0.36779279279279264,0.008750885,NS
Species: Sphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium,1.3643939393939395,0.6718309859154927,1.2350746268656716,0.36779279279279264,0.007712929,NS
Family: Rickettsiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,Rickettsiales,Rickettsiales,0.06136363636363635,0.18908450704225355,0.07910447761194028,0.2846846846846846,0.0066948680000000005,NS
ASV0534: Terasakiellaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiellaceae,Terasakiellaceae,0.05075757575757575,0.16584507042253518,0.0455223880597015,0.065990990990991,0.005712939,NS
Species: Terasakiellaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiellaceae,Terasakiellaceae,0.05075757575757575,0.16584507042253518,0.0455223880597015,0.065990990990991,0.008740755,NS
Genera: Terasakiellaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiellaceae,Terasakiellaceae,0.05075757575757575,0.16584507042253518,0.0455223880597015,0.065990990990991,0.00864062,NS
Family: Terasakiellaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillales,Rhodospirillales,0.05075757575757575,0.16584507042253518,0.0455223880597015,0.065990990990991,0.010337657,NS
Family: Thalassospiraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillales,Rhodospirillales,0.3916666666666667,0.02852112676056338,0.3522388059701492,0.3198198198198198,0.005226002,NS
Family: AEGEAN-169 marine group,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillales,Rhodospirillales,0.0007575757575757576,0.05633802816901408,0.0014925373134328358,0.7599099099099098,0.0061693519999999995,S
Family: Rhodobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacterales,Rhodobacterales,Rhodobacterales,8.30530303030303,4.552464788732393,6.810447761194031,6.293693693693693,0.019871351000000002,NS
ASV1401: Rhodobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae,Rhodobacteraceae,0.4893939393939393,0.10246478873239441,0.4649253731343284,0.3157657657657658,0.005166143,NS
Species: Rhodobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae,Rhodobacteraceae,6.867424242424243,4.073591549295774,5.682089552238805,5.449099099099102,0.012374373000000001,NS
Genera: Rhodobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae,Rhodobacteraceae,6.867424242424243,4.073591549295774,5.682089552238805,5.449099099099102,0.013834985,NS
Genera: Albirhodobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae,Rhodobacteraceae,1.2212121212121212,0.31091549295774645,0.8268656716417911,0.2274774774774774,0.005463476,NS
Species: Stappiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Stappiaceae,Stappiaceae,0.39090909090909093,0.042605633802816886,0.22611940298507463,0.06576576576576577,0.005804561999999999,NS
Family: Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,1.5287878787878788,0.24542253521126772,1.6253731343283582,0.28220720720720716,0.011113396000000001,NS
Family: Devosiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,0.5075757575757576,0.12323943661971828,0.4074626865671641,0.13536036036036042,0.009645493,NS
Family: Stappiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales,Rhizobiales,0.5022727272727273,0.050704225352112664,0.33208955223880604,0.09211711711711713,0.008515643,NS
Genera: Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae,Rhizobiaceae,1.0901515151515149,0.16267605633802815,0.9597014925373132,0.15923423423423413,0.005934545,S
Species: Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,1.0901515151515149,0.16267605633802815,0.9597014925373132,0.15923423423423413,0.005832761,S
Genera: Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosiaceae,Devosiaceae,0.506060606060606,0.11161971830985916,0.4000000000000001,0.11351351351351356,0.007313348000000001,NS
Species: Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia,0.506060606060606,0.11161971830985916,0.4000000000000001,0.11351351351351356,0.00607558,NS
ASV0996: Hyphomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas,0.37121212121212127,1.7471830985915484,0.4529850746268658,0.5644144144144144,0.006217023,NS
Species: Hyphomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas,0.7848484848484849,1.8429577464788724,0.6865671641791046,0.7274774774774783,0.008442468,NS
Species: Hyphomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonadaceae,Hyphomonadaceae,0.46969696969696967,0.0813380281690141,0.4194029850746269,0.06576576576576576,0.005419025,NS
Genera: Hyphomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonadaceae,Hyphomonadaceae,0.7848484848484849,1.8429577464788724,0.6865671641791046,0.7274774774774783,0.009014886,NS
Family: Hyphomonadaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacterales,Caulobacterales,1.3712121212121215,1.9633802816901398,1.1947761194029853,0.8664414414414416,0.013212044,NS
Family: Caulobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,Caulobacterales,Caulobacterales,0.9803030303030301,0.28239436619718294,0.5895522388059703,0.31509009009008987,0.020796039,NS
Genera: Brevundimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacteraceae,Caulobacteraceae,0.7151515151515151,0.22640845070422544,0.4708955223880598,0.269144144144144,0.011071393,NS
Genera: Caulobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacteraceae,Caulobacteraceae,0.05227272727272727,0.02640845070422534,0.03731343283582089,0.025900900900900893,0.006834824000000001,NS
ASV0955: Brevundimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas,0.4227272727272728,0.1809859154929579,0.27164179104477604,0.18198198198198204,0.0059710580000000004,NS
Species: Brevundimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas,0.7151515151515151,0.22640845070422544,0.4708955223880598,0.269144144144144,0.011620143000000001,NS
Order: Sphingomonadales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,5.046212121212121,1.897887323943663,4.003731343283584,1.2869369369369374,0.023309389,NS
Order: Rhodobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,8.30530303030303,4.552464788732393,6.810447761194031,6.293693693693693,0.027951548,NS
Order: Rhodospirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.45227272727272727,0.2609154929577464,0.41492537313432826,1.4337837837837846,0.017211665,NS
Order: Caulobacterales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,2.3515151515151516,2.245774647887323,1.7843283582089555,1.1815315315315316,0.024541397000000003,NS
Order: Rhizobiales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,2.8113636363636374,0.4721830985915493,2.985820895522389,0.5603603603603601,0.019769813,NS
Order: Tistrellales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.25757575757575757,0.096830985915493,0.4708955223880597,0.12319819819819823,0.009355154000000001,NS
Order: Rickettsiales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.06212121212121212,0.3102112676056337,0.08208955223880594,0.32117117117117105,0.012521476,NS
Order: SAR11 clade,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0007575757575757576,0.015492957746478875,0.0007462686567164179,0.5112612612612611,0.006187958,S
Order: Puniceispirillales,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,0.0,0.01443661971830986,0.0,0.1734234234234234,0.0053245390000000005,S
Class: Phycisphaerae,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.3696969696969697,2.1306338028169014,0.4694029850746269,0.7824324324324327,0.05698543,NS
Class: Planctomycetacia,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,3.41060606060606,4.116197183098592,2.6328358208955223,2.7045045045045044,0.055519099,NS
Class: OM190,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,1.4310606060606064,3.8721830985915493,1.5776119402985072,0.882657657657658,0.069606747,NS
Class: BD7-11,Bacteria,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,0.003787878787878788,0.09507042253521127,0.11791044776119403,0.026351351351351346,0.015307471999999999,S
Species: Rubinisphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae,Rubinisphaeraceae,1.4833333333333332,2.7352112676056333,0.7626865671641793,1.0520270270270276,0.008305395,NS
Genera: Rubinisphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae,Rubinisphaeraceae,1.4833333333333332,2.7352112676056333,0.7626865671641793,1.0520270270270276,0.008338949,NS
Family: Rubinisphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetales,Planctomycetales,Planctomycetales,1.5924242424242419,2.7408450704225347,1.1395522388059702,1.093693693693694,0.01299546,NS
Family: Gimesiaceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetales,Planctomycetales,Planctomycetales,0.14393939393939395,0.4376760563380281,0.11268656716417912,0.18648648648648639,0.008790085999999999,NS
ASV2689: Gimesiaceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,Gimesiaceae,Gimesiaceae,0.14393939393939395,0.3735915492957747,0.11194029850746269,0.18648648648648639,0.005582164000000001,NS
Species: Gimesiaceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,Gimesiaceae,Gimesiaceae,0.14393939393939395,0.4376760563380281,0.11268656716417912,0.18648648648648639,0.006181765,NS
Genera: Gimesiaceae,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,Gimesiaceae,Gimesiaceae,0.14393939393939395,0.4376760563380281,0.11268656716417912,0.18648648648648639,0.007514587,NS
Order: Isosphaerales,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,0.008333333333333333,0.1950704225352114,0.4037313432835822,0.41981981981982003,0.02154262,NS
Order: Planctomycetales,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,1.7363636363636363,3.185915492957747,1.2522388059701492,1.2801801801801806,0.019409796,NS
Order: Pirellulales,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,Planctomycetacia,1.6659090909090912,0.7352112676056336,0.9768656716417913,1.0045045045045047,0.019743245,NS
Family: Pirellulaceae,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulales,Pirellulales,Pirellulales,1.6659090909090912,0.7352112676056336,0.9768656716417913,1.0045045045045047,0.01147277,NS
Species: Pirellulaceae,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae,Pirellulaceae,0.23030303030303031,0.10140845070422537,0.17761194029850746,0.3876126126126125,0.0057472669999999995,NS
Genera: Pirellulaceae,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae,Pirellulaceae,0.23030303030303031,0.10140845070422537,0.17761194029850746,0.3876126126126125,0.006596803,NS
Genera: Blastopirellula,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae,Pirellulaceae,1.168939393939394,0.3538732394366197,0.4470149253731343,0.23198198198198192,0.005528675,NS
Genera: Pirellula,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae,Pirellulaceae,0.21590909090909088,0.13415492957746483,0.1455223880597015,0.08828828828828833,0.005650982,NS
Family: Isosphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaerales,Isosphaerales,Isosphaerales,0.008333333333333333,0.1950704225352114,0.4037313432835822,0.41981981981982003,0.015247572,NS
ASV2669: Isosphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Isosphaeraceae,Isosphaeraceae,0.006818181818181818,0.191549295774648,0.014925373134328358,0.41171171171171195,0.006228369,NS
Species: Isosphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Isosphaeraceae,Isosphaeraceae,0.008333333333333333,0.1950704225352114,0.4037313432835822,0.41981981981982003,0.009674908000000001,NS
Genera: Isosphaeraceae,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Isosphaeraceae,Isosphaeraceae,0.008333333333333333,0.1950704225352114,0.4037313432835822,0.41981981981982003,0.010983826,NS
Family: Phycisphaeraceae,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales,Phycisphaerales,Phycisphaerales,0.3696969696969697,2.130281690140845,0.36641791044776123,0.781756756756757,0.010745997,NS
Genera: CL500-3,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae,Phycisphaeraceae,0.14469696969696974,1.451760563380282,0.226865671641791,0.5774774774774775,0.013119448999999998,NS
ASV2601: CL500-3,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,CL500-3,0.05303030303030303,0.730281690140845,0.08059701492537313,0.3963963963963964,0.007425283,NS
ASV2600: CL500-3,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,CL500-3,0.08030303030303032,0.5999999999999996,0.14029850746268654,0.1657657657657658,0.005718801,NS
Species: CL500-3,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,CL500-3,0.14469696969696974,1.451760563380282,0.226865671641791,0.5774774774774775,0.010427448,NS
Order: Phycisphaerales,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae,0.3696969696969697,2.130281690140845,0.36641791044776123,0.781756756756757,0.017494499,NS
ASV2560: marine metagenome,Bacteria,Planctomycetes,OM190,marine metagenome,marine metagenome,marine metagenome,marine metagenome,0.6075757575757573,2.0704225352112675,0.8186567164179102,0.39572072072072084,0.007201111,NS
Genera: marine metagenome,Bacteria,Planctomycetes,OM190,marine metagenome,marine metagenome,marine metagenome,marine metagenome,0.6530303030303028,2.2260563380281693,0.8947761194029848,0.7993243243243247,0.013728197,NS
Family: marine metagenome,Bacteria,Planctomycetes,OM190,marine metagenome,marine metagenome,marine metagenome,marine metagenome,0.6469696969696966,2.11830985915493,0.8186567164179102,0.3961711711711713,0.011625305,NS
Species: OM190,Bacteria,Planctomycetes,OM190,OM190,OM190,OM190,OM190,0.8234848484848485,1.761267605633803,0.7589552238805969,0.48648648648648657,0.008171084,NS
Genera: OM190,Bacteria,Planctomycetes,OM190,OM190,OM190,OM190,OM190,0.8234848484848485,1.761267605633803,0.7589552238805969,0.48648648648648657,0.008942147,NS
Family: OM190,Bacteria,Planctomycetes,OM190,OM190,OM190,OM190,OM190,0.8234848484848485,1.761267605633803,0.7589552238805969,0.48648648648648657,0.01146876,NS
Order: marine metagenome,Bacteria,Planctomycetes,OM190,OM190,OM190,OM190,OM190,0.6469696969696966,2.11830985915493,0.8186567164179102,0.3961711711711713,0.023408869,NS
Order: OM190,Bacteria,Planctomycetes,OM190,OM190,OM190,OM190,OM190,0.8234848484848485,1.761267605633803,0.7589552238805969,0.48648648648648657,0.020975234,NS
Order: Saccharimonadales,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadia,Saccharimonadia,Saccharimonadia,Saccharimonadia,0.3121212121212122,0.1647887323943662,0.2022388059701493,1.000900900900901,0.006890100000000001,S
Class: Saccharimonadia,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.3121212121212122,0.1647887323943662,0.2022388059701493,1.000900900900901,0.022858405,S
Class: Gracilibacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.026515151515151516,0.024295774647887326,0.017164179104477612,0.14346846846846845,0.00764313,NS
Class: Parcubacteria,Bacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,Patescibacteria,0.0,0.0,0.0,0.018243243243243237,0.007563060999999999,S
Class: Bacilli,Bacteria,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,Firmicutes,0.3886363636363637,0.02711267605633802,0.8223880597014924,0.03400900900900901,0.010284068,S
Class: Campylobacteria,Bacteria,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,Epsilonbacteraeota,0.5295454545454543,0.40950704225352114,0.3828358208955225,0.35563063063063044,0.037532559,NS
Order: Campylobacterales,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacteria,Campylobacteria,Campylobacteria,Campylobacteria,0.5295454545454543,0.40950704225352114,0.3828358208955225,0.35563063063063044,0.011603123,NS
Family: Arcobacteraceae,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales,Campylobacterales,Campylobacterales,0.528030303030303,0.3376760563380282,0.26716417910447765,0.33423423423423426,0.007482172,NS
Genera: Arcobacter,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacteraceae,Arcobacteraceae,0.528030303030303,0.3376760563380282,0.26716417910447765,0.33423423423423426,0.005806367,NS
Class: Babeliae,Bacteria,Dependentiae,Dependentiae,Dependentiae,Dependentiae,Dependentiae,Dependentiae,0.038636363636363635,0.013380281690140846,0.11343283582089551,0.05698198198198198,0.010158104,NS
Species: metagenome,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,metagenome,metagenome,0.32727272727272727,0.8478873239436618,0.4291044776119403,0.5247747747747744,0.009622085,NS
Genera: metagenome,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,UBA12409,UBA12409,0.2681818181818182,0.5225352112676057,0.30074626865671644,0.3867117117117115,0.008242688,NS
Family: Cyanobiaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Synechococcales,Synechococcales,Synechococcales,0.10984848484848482,3.964436619718308,0.15970149253731344,2.747297297297297,0.014248523999999999,NS
ASV0376: Cyanobium PCC-6307,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,Cyanobium PCC-6307,0.10757575757575755,3.9299295774647867,0.15671641791044777,2.6083333333333325,0.007288424,NS
Species: Cyanobium PCC-6307,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,Cyanobium PCC-6307,0.10757575757575755,3.943661971830984,0.15970149253731344,2.6601351351351346,0.010008777,NS
Genera: Cyanobium PCC-6307,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae,Cyanobiaceae,0.10757575757575755,3.943661971830984,0.15970149253731344,2.6601351351351346,0.010761234,NS
Family: Pseudanabaenaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenales,Pseudanabaenales,Pseudanabaenales,0.01363636363636364,1.3922535211267615,0.043283582089552235,0.08851351351351355,0.009503779,NS
Genera: Pseudanabaena PCC-7429,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaenaceae,Pseudanabaenaceae,0.01363636363636364,1.3922535211267615,0.043283582089552235,0.08851351351351355,0.007431481,NS
Species: Pseudanabaena PCC-7429,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena PCC-7429,Pseudanabaena PCC-7429,0.01363636363636364,1.3922535211267615,0.043283582089552235,0.08851351351351355,0.006176196,NS
Order: Synechococcales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,0.1189393939393939,3.964436619718308,0.16044776119402987,2.747747747747747,0.02096958,NS
Order: Nostocales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,0.01363636363636364,9.200000000000001,0.029104477611940294,0.0727477477477478,0.015199538,NS
Order: Pseudanabaenales,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,Oxyphotobacteria,0.01363636363636364,1.3922535211267615,0.043283582089552235,0.08851351351351355,0.015768922,NS
Family: Nostocaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,0.01363636363636364,5.4105633802816895,0.008955223880597015,0.015990990990990987,0.005524426999999999,NS
Family: Microcystaceae,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales,Nostocales,Nostocales,0.0,3.6239436619718304,0.020149253731343283,0.051351351351351326,0.006636795,NS
