OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Species name
49f6f925a1cf543cbf16eb0637cdde9f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,,Gilvibacter
227519a9a3f18fc856593aedae10ffda,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,NS9 marine group
f66a9a5893dd797a875b9956ee17a646,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XII,Fusibacter,,Fusibacter
511b5cf3c4a5cd9a5991c1dcb0881980,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Vogesella,,Vogesella
38e8d0e574e8d5a7c682b6deeabfcc61,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. A12,Sulfitobacter sp. A12
acdf9761d2844361c0834b340bafa400,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,,Coraliomargarita
45edaa443b6f3c2557e5593325c4b4be,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,,Arenicella
227c3dc0d8f15cc1ede907d70825d41a,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,,Acidovorax
ffd621b3b6f3de7bae0c9a917c7f13ba,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio
c7a289594657c2ff46673d0b23e4f6f4,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,Sva0996 marine group
0551bb63d550ae8c8f89dacebda76822,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,Pseudoxanthomonas
b6a48719c8dbd7da58d700b537f6ec51,Bacteria,Proteobacteria,,,,,,Proteobacteria
fbf80ece7d05672a2b6bff27fc897da7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
9590067aa9f17b78b1fa9abe85532c4b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
074e41e32c78287486162db20d9c982a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
ebae2ade109cb200c5448b6c1d315362,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,,Porticoccus
12b7c522a65ca0edf331a5738a018759,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
e71797c04f4ccc936a3cb35a740f61c0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
1b30721e79b00e7d167832d4f5d94b1c,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans,,Marinagarivorans
31d3eb575621cf8ca5866f19fe86bfe7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
10277992a87d1841eb05726eeabcdd64,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
df31a2c63b432ae9172eabe1c2b8c4a1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,,Dinghuibacter
e49038d61599d537eb91b0cfeadab006,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,,Marinobacter
b54c80f1c09c6b7ff0fd5692cbfb6805,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Niveibacterium,,Niveibacterium
cf2eea2a38138614b3121fc8cfae6b3a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
a0ccde4a8fd1927f0dcee2c55118a684,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,,,Cryomorphaceae
b2777aa1bda264a96f73c57d5697a759,Bacteria,Acidobacteria,Subgroup 21,,,,,Subgroup 21
4af525ca41af917c4823323e33dc6589,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella,,Kiloniella
73ebaf2fca0d7ea3b14c87e2db31adf2,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,,,,UBA10353 marine group
203db0a90d7ad647e2935a22b47ebff6,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus Thiobios,,Candidatus Thiobios
fa6da145822e69b8309f922dcb023a11,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,,Algimonas
75be5eae4f0ebcc7d74ed582d6043f02,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,,,Rhodothermaceae
8556bb77c3c1574ddcd430dfff70f93e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
b667ba8c2a8e5c318fd30a9e44456e04,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
e9f2570e08831a304a58ff279dbf44f4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerosinus,,Anaerosinus
330f3162ae8e3acd117a10d6a8f3f97a,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum,,Thalassobaculum
65cfa287b7f1bf90907c29a36112d813,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,Terrimonas
074b6e31e8a8365e7085340ec2f371fb,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Arctic95B-14,,,Arctic95B-14
1802ff1cad887c2ab0aafe67da573188,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella
d722dfae90346abb7e761619366c1480,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
2be109411d123d21d707a5f5b3cfca10,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
1568bee338159b6cd5b1b961e3de8103,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula,,Rubripirellula
b33a05a84db41534fb328a963611580f,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,,Sediminibacterium
4ae83d74ad719968841b2be6d950de3f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,marine metagenome,marine metagenome,marine metagenome
40eca01e8bb77c79dfccb17f900310c7,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,,SM1A02
0b4d92e6284c97418108a414b13ddb6a,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
bc7454489088232d95ef409ef65b58cf,Bacteria,Marinimicrobia (SAR406 clade),,,,,,Marinimicrobia (SAR406 clade)
679c87f2133539b5d37c3c7c448c2082,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,Ahrensia sp. R2A130,Ahrensia sp. R2A130
b4caa5ffa0928c29e87d23edc3361c05,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
e2ca65b524b5ec1034fefe3c01556661,Bacteria,Proteobacteria,,,,,,Proteobacteria
36260b21f72037510447df9d745f0dfd,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,,,Saccharospirillaceae
da526dfa78535971cd876918ca85966f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
049a6df84756b298ae0ac38ee3d31a89,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
c44d5de72ecafa731b4158149c604182,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,Rubritalea
6c41016b07b777c4c73bba188d905408,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
ac65eb2b8583be5c8218ee7aeb7362d7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobiaceae
db3fae3d0ae6004fd71d1f97fc62dee3,Bacteria,Marinimicrobia (SAR406 clade),,,,,,Marinimicrobia (SAR406 clade)
13f6ccaabdfcdb8fc67e6e1cdd05c98e,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium,Marinobacterium sp. IMCC1424,Marinobacterium sp. IMCC1424
c0cc446a40ccf609781dac36ce27f0ef,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
8c717a1e31cb6b89d81cca0727f30f1e,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula,Parvularcula oceani,Parvularcula oceani
dd33dbb49834a88294af746572b90bb8,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,,Lewinella
f306b364de561c0ba90d48ab9819bc53,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116 clade,,,OCS116 clade
3a65fca474865e3c827481159ebff577,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,,KI89A clade
51d4c2f7e60daff669c0a9f51fcadb6b,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,Nitrospira
21f911a9b30c81ecb231072ceb156f08,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,,Pedosphaeraceae
a12fa06e0df8d9d9d2db23ff0b734b31,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,,Saccharimonadales
4259c62698940560924f1e394b1284ab,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,,Lacihabitans
b501441540fff3793ac110b0a35269ef,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,NS9 marine group
c4951db9cbfb44ff7c7f1f65a9c51c5a,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,,Caldilineaceae
cb2540980ccac71a3888772eb2420d68,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium kroppenstedtii,Corynebacterium kroppenstedtii
41fe1a33ae3570dff3bf5bc65716028a,Bacteria,Planctomycetes,OM190,,,,,OM190
d33194279fd788af86a3cdea20fbb3ac,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
564c060ac777835a816e296efd0f1eac,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
bdd7dbc4e7ba403bffea951bafa7f9ed,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
f20643d372079c6719e4827472c89379,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
ec0089970e5b285726ed46c7624fa3a9,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,Alcanivorax
c882ed4d57cbac969894fcbadf22e506,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,Rhodanobacter
34c649581c535538ed5efb5fec6b42a3,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,SAR116 cluster bacterium REDSEA-S10_B10N8,SAR116 cluster bacterium REDSEA-S10_B10N8,SAR116 cluster bacterium REDSEA-S10_B10N8
69be1399d410cd350fdfbfd11fc1ea6d,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,NS9 marine group
4873dc3396950fd90f5c55631946a8e4,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,,Phycisphaera
022c3fa357ee987ec5f2dfc293168dc7,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,,Micavibrionales
2fa41c31313bc1b133ee5946d7595598,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,,Arenicella
7bd130683e2d454d4b119dc02adab3e9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,,,Kiloniellaceae
e6e8c3b54f682c9c472452a71690e82c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,,Macellibacteroides
2d68fe60bfba9823f6db9a580e3435cd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,Devosia
e47e109bb1d81996e0f3d8355fae540c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas flava,,Pacificimonas flava
0bfedfd3d215cf73dac75b71e6b84d42,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,,SWB02
a8489cef8924d523d38435892d9c322b,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,,Segetibacter
76496f770751a70f70450f64cbbc0c8f,Bacteria,Marinimicrobia (SAR406 clade),,,,,,Marinimicrobia (SAR406 clade)
ba3b884776b519da33379a3509029e53,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SS1-B-06-26,,,SS1-B-06-26
ada5cdf7ba8e8317feeaa30298910b11,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,,Pir4 lineage
685ccd63e8c7b2841d7a2ed336cee572,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,,Maritimimonas
766aefc32ac9e547e7156282fadb2207,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,,Acidibacter
93fdb9b6d3f885bfc0ad2d0ccaa38359,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,,Marinobacter
f3a38db143efa4b79274db94435f6fdf,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
c4b5b0d584a7b6b6019f42b4eb607d91,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,,hgcI clade
7bc9b5ef1ba9d3ea0d854831c85bfdb7,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,,Pedosphaeraceae
248794fd0b12f31e153c89251c21282d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,,Asticcacaulis
b0664df62a89955601bc36dc44d0bac0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix mucor,Leucothrix mucor
4a277efcc7897e48d5190fd98d705b91,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,,Desulfobacteraceae
ac42d23f92a9a0b90103ce32cb52344d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,,Clade II
aa8c86564e4cb4771ade77f223d87074,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
286fd4414f13b7d72c49f3b79f6c8144,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Spirillum,,Spirillum
78a66cd1b4882423566e70f31726d0ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,,,,Rhodovibrionales
7c512e9c4af71902f971530ffe390edc,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,,Lewinella
b8ccb3d7b6ac6420f82f8c6ff9a6bd07,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
b7871f3c2de8f42707cf43836b704c66,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,metagenome,,metagenome
da8f6e0a435332fcab38283d30128087,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,,,Cellvibrionaceae
140e003acb9417f79037a30d613c162b,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,,,,Nostocales
5acd306a975d3bfd06cf6d4c0997ad66,Bacteria,Proteobacteria,,,,,,Proteobacteria
8a3cc2da85ebc1fe5a4d86239212a9a9,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,Blastopirellula
2431b7f74ad704dfd74c0f18ce85abf4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,metagenome,metagenome
1f691ababbf47e87b34a54ce5de016e9,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
96cc14d1ccea6031721d4b49eb2d083f,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,microbial mat metagenome,microbial mat metagenome
b595234ca4ad822a9420ee7dd58e689a,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,Ulvibacter
abce19d4579fb7c86850f0a0fd1249bc,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,Enterobacteriaceae
71c3f6626b5c21bcbb54cbe58e4957ef,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
29a59b65cc5e600536573d511864c994,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,,S25-593
29ac36dd29a66d85c721d14fec2a51ff,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,,Marinobacter
14a0e05106135e35f3516fe52964651f,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter cibarius,Arcobacter cibarius
4da784ad16aa0b7085d5e22479d2aa98,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
ece074d5d21ee5b014d953e2b9ee7f3f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
3701c78196a61314895037e6d34f243b,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,,Taibaiella
b76d6e8618b230372e803ae28a064950,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,,Oleiphilus
7b8f26d9b39c8693a0c07bb70744a7ab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium rhizogenes,Rhizobium rhizogenes
897ec9c1d173e7cd66630fa6c803fc52,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,Nisaea,,Nisaea
8b262d9aac26665b302a4e7b6f19a46f,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,,Methanosaeta
b5fc09c83ac3393f12f17e2bf2117a1a,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,,Micavibrionaceae
9b19ca18db4cd97efb538441ac674522,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,Terrimonas
1cb6ba1f21c7dc2f71df36a6b18f5354,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
0d16caa1773e5799433ed94681e1db92,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
f4f53be1d5f94dc611b5465394880dba,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
c7ae1a8962b4add2c659bb725693583a,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
0e18916da89b79f022a758cd4d94f430,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,,Polaromonas
bd217e3552c0912e166951d39a120601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,,,Devosiaceae
06367d96d42adc6707c421fc8cf7b64c,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
416ce4306c037026b1631f2dfb900049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,Ruegeria
0d289716c9d5fd4122f92f2b3e854783,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,,,Moduliflexaceae
5246ceb27cdb286d123731878033c9de,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,Alteromonadaceae
410a1a55ad49a0b1059d6edefd74087e,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas
e13b43d0b1dac0025f68316761997469,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,,Pirellulaceae
aa4edd9c99f9084663c5e1ece170cd19,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,,Candidatus Ovatusbacter
72f3e687f502aed6129c9b5969a2f072,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,,OM43 clade
508771a18b385fc2c459ccb8d9c90289,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
a68f187fd9a58b29c3acdf95371e6a48,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Saccharophagus degradans,,Saccharophagus degradans
4fb4af722997cb4bb1e8afaecf9855ea,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,Trichococcus
204983dd95a2437ae446185317c02e2e,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,Crocinitomix
87e1cc5ced66d3208e188aaf76072e90,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,,,env.OPS 17
18f8f56682952e70dec5cf525d5a7e07,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,,Brevifollis
e48f0415c755a58e0a0c541963963924,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,,,Sva1033
46bf8565182b6bfb8912a1e699752a1a,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,Litorimonas sp. HME8110,Litorimonas sp. HME8110
09581e8cc99f2ffec89c10e9a564672e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter sp. KEM-3,Altererythrobacter sp. KEM-3
a1f3ff2a522d28314dbd68e181004126,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
788fefe4cda55ee1822a6f246dcd9c98,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,NS9 marine group
2d4e4724b0c32777e8dd42f06e67dd8f,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,,Micavibrionales
377ac0f4d03f674c01c74be8606be506,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
ff583a752191225a02cf45a978eca62c,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,,,Thermodesulfovibrionia
b4a7733fbf659f15dce12eeb0a28237b,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,,Pirellulaceae
7663ffa810843ce72ce8dbd4f6b0cc8e,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
d7e16e7876bf1df572aa86c9bd238f1b,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,NS4 marine group
bd80980eeeea205c724f2d9a898327d1,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
200909199a6880481e11414829f3eba8,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,,,Parvibaculaceae
19657fb88d2ceb2dd8681c45574f9b81,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter,,Oceanobacter
8c9ce02cfab8c345a53bb228594a36ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
7b862e4e4e010adce135fea99b535231,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,,,,,BD2-11 terrestrial group
7043c0b99cad517d3321a40b4ad70e73,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,Winogradskyella
0981687d35682d4936912f7dc5f0252e,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,unidentified marine eubacterium,,unidentified marine eubacterium
dd85cff7d12128de72eea2227cdfccea,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,,Micavibrionaceae
e82b71b893c7887a51c0daa409e357a1,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,,,Clade IV
3bcfe64b22b5151811c8e1443be9c161,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum,,Thiogranum
2eb15f1276be7157592cc3707969a7af,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
41cf647ddca8ba3f36e5ced2ff0cb6f5,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,,Cyanobium PCC-6307
dddad4512277ed7305da0c5ff72ce3a8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Tianweitania,,Tianweitania
0bbd500f9a4a1ab04c36a2acb83db7af,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,IheB2-23,,IheB2-23
35ffcc3b809d667286737d79670b8de5,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
93f4759ee1ef07206ea55f98d72c9acb,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
c6d56de437acf42c14f51f27918f908d,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,Pseudoalteromonas
ec04deaa9192f4d516a976bc34ef763b,Bacteria,Planctomycetes,,,,,,Planctomycetes
